State,Region,Year,Acres,State_code,STATE_ABBR,region
Montana,Northern,2007,837502.1,24,MT,"NA"
Montana,Northern,2016,50533,24,MT,"NA"
Montana,Northern,2006,922674.6,24,MT,"NA"
Montana,Northern,2010,2093648.6,24,MT,"NA"
Nebraska,Rocky Mountain,1999,0,25,NE,R2
Nebraska,Rocky Mountain,2001,0,25,NE,R2
Nebraska,Rocky Mountain,1997,0,25,NE,R2
Nebraska,Rocky Mountain,2011,50815.1,25,NE,R2
Nebraska,Rocky Mountain,2003,10870.4,25,NE,R2
Nebraska,Rocky Mountain,2004,12560.4,25,NE,R2
Nebraska,Rocky Mountain,2002,0,25,NE,R2
Nebraska,Rocky Mountain,1998,510,25,NE,R2
Nebraska,Rocky Mountain,2008,7236.3,25,NE,R2
Nebraska,Rocky Mountain,2005,1671.7,25,NE,R2
Nebraska,Rocky Mountain,2009,291,25,NE,R2
Nebraska,Rocky Mountain,2013,320,25,NE,R2
Nebraska,Rocky Mountain,2015,1150.4,25,NE,R2
Nebraska,Rocky Mountain,2007,5548.6,25,NE,R2
Nebraska,Rocky Mountain,2006,3982.1,25,NE,R2
Nebraska,Rocky Mountain,2010,180.9,25,NE,R2
Nebraska,Rocky Mountain,2e3,0,25,NE,R2
Nebraska,Rocky Mountain,2014,8331.4,25,NE,R2
Nebraska,Rocky Mountain,2012,310.7,25,NE,R2
Nebraska,Rocky Mountain,2016,59.6,25,NE,R2
Nevada,Intermountain,2005,74663.5,26,NV,"NA"
Nevada,Intermountain,2003,425267.7,26,NV,"NA"
Nevada,Intermountain,2004,799987.2,26,NV,"NA"
Nevada,Intermountain,2002,73845.7,26,NV,"NA"
Nevada,Intermountain,2001,9761.1,26,NV,"NA"
Nevada,Pacific Southwest,2009,12,26,NV,"NA"
Nevada,Intermountain,2007,14396.6,26,NV,"NA"
Nevada,Intermountain,1997,2378.9,26,NV,"NA"
Nevada,Intermountain,2e3,3542.7,26,NV,"NA"
Nevada,Intermountain,1999,17791.3,26,NV,"NA"
Nevada,Pacific Southwest,1999,0,26,NV,"NA"
Nevada,Pacific Southwest,2001,0,26,NV,"NA"
Nevada,Intermountain,2013,3777.9,26,NV,"NA"
Nevada,Pacific Southwest,2014,3265.8,26,NV,"NA"
Nevada,Pacific Southwest,2e3,0,26,NV,"NA"
Nevada,Intermountain,2006,28529,26,NV,"NA"
Nevada,Pacific Southwest,1997,0,26,NV,"NA"
Nevada,Pacific Southwest,2013,10.6,26,NV,"NA"
Nevada,Pacific Southwest,2005,1.1,26,NV,"NA"
Nevada,Intermountain,2009,128634.6,26,NV,"NA"
Nevada,Intermountain,1998,2387.2,26,NV,"NA"
Nevada,Intermountain,2015,8823.9,26,NV,"NA"
Nevada,Intermountain,2011,21079.3,26,NV,"NA"
Nevada,Pacific Southwest,2004,5955.8,26,NV,"NA"
Nevada,Pacific Southwest,2002,0,26,NV,"NA"
Nevada,Pacific Southwest,2016,24.5,26,NV,"NA"
Nevada,Pacific Southwest,2012,1.4,26,NV,"NA"
Nevada,Pacific Southwest,2007,48,26,NV,"NA"
Nevada,Intermountain,2008,31816.4,26,NV,"NA"
Nevada,Pacific Southwest,2015,94.3,26,NV,"NA"
Nevada,Pacific Southwest,2011,0,26,NV,"NA"
Nevada,Intermountain,2012,7722.3,26,NV,"NA"
Nevada,Pacific Southwest,2008,141.1,26,NV,"NA"
Nevada,Pacific Southwest,1998,0,26,NV,"NA"
Nevada,Intermountain,2014,26937.5,26,NV,"NA"
Nevada,Pacific Southwest,2003,15367.9,26,NV,"NA"
Nevada,Intermountain,2016,13526.9,26,NV,"NA"
Nevada,Intermountain,2010,28503.2,26,NV,"NA"
Nevada,Pacific Southwest,2006,9,26,NV,"NA"
Nevada,Pacific Southwest,2010,16.8,26,NV,"NA"
New Hampshire,Northeastern Area,1997,0,27,NH,R9
New Hampshire,Northeastern Area,2001,17434.5,27,NH,R9
New Hampshire,Northeastern Area,2010,714.9,27,NH,R9
New Hampshire,Northeastern Area,2008,15345.3,27,NH,R9
New Hampshire,Northeastern Area,1999,1108.2,27,NH,R9
New Hampshire,Northeastern Area,1998,37354.2,27,NH,R9
New Hampshire,Northeastern Area,2004,163682.7,27,NH,R9
New Hampshire,Northeastern Area,2009,1280.4,27,NH,R9
New Hampshire,Northeastern Area,2003,42081.2,27,NH,R9
New Hampshire,Northeastern Area,2005,53715.9,27,NH,R9
New Hampshire,Northeastern Area,2014,18113,27,NH,R9
New Hampshire,Northeastern Area,2016,1201.9,27,NH,R9
New Hampshire,Northeastern Area,2012,1724.2,27,NH,R9
New Hampshire,Northeastern Area,2006,18925.5,27,NH,R9
New Hampshire,Northeastern Area,2e3,13755.1,27,NH,R9
New Hampshire,Northeastern Area,2013,4119,27,NH,R9
New Hampshire,Northeastern Area,2011,800.4,27,NH,R9
New Hampshire,Northeastern Area,2007,15265.3,27,NH,R9
New Hampshire,Northeastern Area,2015,3829.1,27,NH,R9
New Hampshire,Northeastern Area,2002,979.9,27,NH,R9
New Jersey,Northeastern Area,2001,0,28,NJ,R9
New Jersey,Northeastern Area,2003,2494,28,NJ,R9
New Jersey,Northeastern Area,2005,1978.2,28,NJ,R9
New Jersey,Northeastern Area,1999,0,28,NJ,R9
New Jersey,Northeastern Area,2002,2032291.9,28,NJ,R9
New Jersey,Northeastern Area,2006,0,28,NJ,R9
New Jersey,Northeastern Area,2010,14276.1,28,NJ,R9
New Jersey,Northeastern Area,2009,1799.2,28,NJ,R9
New Jersey,Northeastern Area,2016,5534.9,28,NJ,R9
New Jersey,Northeastern Area,2e3,0,28,NJ,R9
New Jersey,Northeastern Area,2007,2410.8,28,NJ,R9
New Jersey,Northeastern Area,1998,0,28,NJ,R9
New Jersey,Northeastern Area,2015,5203.4,28,NJ,R9
New Jersey,Northeastern Area,1997,0,28,NJ,R9
New Jersey,Northeastern Area,2008,50828.1,28,NJ,R9
New Jersey,Northeastern Area,2011,6786,28,NJ,R9
New Jersey,Northeastern Area,2004,6711.5,28,NJ,R9
New Jersey,Northeastern Area,2014,2262.4,28,NJ,R9
New Jersey,Northeastern Area,2012,6254.6,28,NJ,R9
New Jersey,Northeastern Area,2013,7080.5,28,NJ,R9
New Mexico,Southwestern,2005,168159.8,29,NM,"NA"
New Mexico,Southwestern,2011,170488,29,NM,"NA"
New Mexico,Southwestern,2006,180012.8,29,NM,"NA"
New Mexico,Southwestern,2012,175375.2,29,NM,"NA"
New Mexico,Southwestern,1999,9400.4,29,NM,"NA"
New Mexico,Southwestern,1997,16678,29,NM,"NA"
New Mexico,Southwestern,2001,71888.4,29,NM,"NA"
New Mexico,Southwestern,2003,910185.7,29,NM,"NA"
New Mexico,Southwestern,2007,133802.2,29,NM,"NA"
New Mexico,Southwestern,2009,71489.1,29,NM,"NA"
New Mexico,Southwestern,2013,344584.5,29,NM,"NA"
New Mexico,Southwestern,2015,127498.5,29,NM,"NA"
New Mexico,Southwestern,2e3,46681.5,29,NM,"NA"
New Mexico,Southwestern,1998,13162.7,29,NM,"NA"
New Mexico,Southwestern,2002,177198.8,29,NM,"NA"
New Mexico,Southwestern,2004,293208.3,29,NM,"NA"
New Mexico,Southwestern,2008,120046.1,29,NM,"NA"
New Mexico,Southwestern,2010,34884.5,29,NM,"NA"
New Mexico,Southwestern,2014,202748.4,29,NM,"NA"
New Mexico,Southwestern,2016,107683.6,29,NM,"NA"
New York,Northeastern Area,2007,149821.9,30,NY,R9
New York,Northeastern Area,2010,154773.2,30,NY,R9
New York,Northeastern Area,2009,125794,30,NY,R9
New York,Northeastern Area,2003,11704.7,30,NY,R9
New York,Northeastern Area,2015,19611.2,30,NY,R9
New York,Northeastern Area,2014,20243.1,30,NY,R9
New York,Northeastern Area,2012,105721.8,30,NY,R9
New York,Northeastern Area,2016,107559.7,30,NY,R9
New York,Northeastern Area,1997,456.1,30,NY,R9
New York,Northeastern Area,1999,0,30,NY,R9
New York,Northeastern Area,2013,15124.5,30,NY,R9
New York,Northeastern Area,2005,116982.5,30,NY,R9
New York,Northeastern Area,2011,69301.4,30,NY,R9
New York,Northeastern Area,2004,27517.4,30,NY,R9
New York,Northeastern Area,2002,14067.8,30,NY,R9
New York,Northeastern Area,1998,0.8,30,NY,R9
New York,Northeastern Area,2e3,13684.6,30,NY,R9
New York,Northeastern Area,2001,2512.2,30,NY,R9
New York,Northeastern Area,2006,11888.2,30,NY,R9
New York,Northeastern Area,2008,127669.6,30,NY,R9
North Carolina,Southern,2009,9122.3,31,NC,R8
North Carolina,Southern,2011,2168.9,31,NC,R8
North Carolina,Southern,2012,10672.6,31,NC,R8
North Carolina,Southern,2005,7215.7,31,NC,R8
North Carolina,Southern,2006,5239,31,NC,R8
North Carolina,Southern,2010,5232.9,31,NC,R8
North Carolina,Southern,2007,19980,31,NC,R8
North Carolina,Southern,1997,0,31,NC,R8
North Carolina,Southern,1999,0,31,NC,R8
North Carolina,Southern,2003,1120.2,31,NC,R8
North Carolina,Southern,2004,551,31,NC,R8
North Carolina,Southern,2015,8453.4,31,NC,R8
North Carolina,Southern,1998,0,31,NC,R8
North Carolina,Southern,2e3,0,31,NC,R8
North Carolina,Southern,2002,26589.6,31,NC,R8
North Carolina,Southern,2008,585.5,31,NC,R8
North Carolina,Southern,2013,466.6,31,NC,R8
North Carolina,Southern,2001,0,31,NC,R8
North Carolina,Southern,2016,411.8,31,NC,R8
North Carolina,Southern,2014,9462.3,31,NC,R8
North Dakota,Northern,2007,0,32,ND,R2
North Dakota,Northern,2008,0,32,ND,R2
North Dakota,Northern,2009,0,32,ND,R2
North Dakota,Northern,1998,0,32,ND,R2
North Dakota,Northern,1997,0,32,ND,R2
North Dakota,Northern,2015,0,32,ND,R2
North Dakota,Northern,2e3,0,32,ND,R2
North Dakota,Northern,2013,0,32,ND,R2
North Dakota,Northern,2012,0,32,ND,R2
North Dakota,Northern,2004,0,32,ND,R2
North Dakota,Northern,2001,0,32,ND,R2
North Dakota,Northern,2003,17.5,32,ND,R2
North Dakota,Northern,2005,0,32,ND,R2
North Dakota,Northern,2011,1533.2,32,ND,R2
North Dakota,Northern,2002,0,32,ND,R2
North Dakota,Northern,1999,0,32,ND,R2
North Dakota,Northern,2016,4,32,ND,R2
North Dakota,Northern,2006,23.1,32,ND,R2
North Dakota,Northern,2010,0,32,ND,R2
North Dakota,Northern,2014,36,32,ND,R2
Ohio,Northeastern Area,2014,12899.9,33,OH,R9
Ohio,Northeastern Area,2005,3815,33,OH,R9
Ohio,Northeastern Area,2006,19504.8,33,OH,R9
Ohio,Northeastern Area,1999,0,33,OH,R9
Ohio,Northeastern Area,1998,0,33,OH,R9
Ohio,Northeastern Area,1997,0,33,OH,R9
Ohio,Northeastern Area,2001,1053.9,33,OH,R9
Ohio,Northeastern Area,2010,38032.6,33,OH,R9
Ohio,Northeastern Area,2007,2705.5,33,OH,R9
Ohio,Northeastern Area,2009,21196.2,33,OH,R9
Ohio,Northeastern Area,2008,2765.5,33,OH,R9
Ohio,Northeastern Area,2003,503.8,33,OH,R9
Ohio,Northeastern Area,2004,854.3,33,OH,R9
Ohio,Northeastern Area,2e3,1132.4,33,OH,R9
Ohio,Northeastern Area,2011,33219.2,33,OH,R9
Ohio,Northeastern Area,2016,7543,33,OH,R9
Ohio,Northeastern Area,2015,11134.3,33,OH,R9
Ohio,Northeastern Area,2012,16664,33,OH,R9
Ohio,Northeastern Area,2002,0,33,OH,R9
Ohio,Northeastern Area,2013,9044.7,33,OH,R9
Oklahoma,Southern,1999,0,34,OK,R8
Oklahoma,Southern,2007,0,34,OK,R8
Oklahoma,Southern,1997,0,34,OK,R8
Oklahoma,Southern,2e3,0,34,OK,R8
Oklahoma,Southern,2005,0,34,OK,R8
Oklahoma,Southern,2009,0,34,OK,R8
Oklahoma,Southern,2010,0,34,OK,R8
Oklahoma,Southern,2001,0,34,OK,R8
Oklahoma,Southern,2015,0,34,OK,R8
Oklahoma,Southern,2006,0,34,OK,R8
Oklahoma,Southern,2012,5.5,34,OK,R8
Oklahoma,Southern,1998,0,34,OK,R8
Oklahoma,Southern,2008,204.2,34,OK,R8
Oklahoma,Southern,2011,0,34,OK,R8
Oklahoma,Southern,2014,40.7,34,OK,R8
Oklahoma,Southern,2003,16670.3,34,OK,R8
Oklahoma,Southern,2016,230.7,34,OK,R8
Oklahoma,Southern,2002,2751.3,34,OK,R8
Oklahoma,Southern,2013,0,34,OK,R8
Oklahoma,Southern,2004,4,34,OK,R8
Oregon,Pacific Southwest,1997,203.5,35,OR,"NA"
Oregon,Pacific Southwest,2009,303.8,35,OR,"NA"
Oregon,Pacific Southwest,1999,15.8,35,OR,"NA"
Oregon,Pacific Southwest,2007,145.4,35,OR,"NA"
Oregon,Pacific Southwest,2008,223.9,35,OR,"NA"
Oregon,Pacific Northwest,2013,388444.8,35,OR,"NA"
Oregon,Pacific Southwest,2015,479,35,OR,"NA"
Oregon,Pacific Southwest,2003,4357.9,35,OR,"NA"
Oregon,Pacific Southwest,2005,325.4,35,OR,"NA"
Oregon,Pacific Southwest,1998,68.8,35,OR,"NA"
Oregon,Pacific Southwest,2013,40,35,OR,"NA"
Oregon,Pacific Southwest,2011,157.7,35,OR,"NA"
Oregon,Pacific Northwest,2015,542346.6,35,OR,"NA"
Oregon,Pacific Southwest,2010,520.4,35,OR,"NA"
Oregon,Pacific Northwest,1999,142620.3,35,OR,"NA"
Oregon,Pacific Southwest,2001,17.4,35,OR,"NA"
Oregon,Pacific Southwest,2004,1329.2,35,OR,"NA"
Oregon,Pacific Northwest,2003,623421.3,35,OR,"NA"
Oregon,Pacific Southwest,2e3,59.3,35,OR,"NA"
Oregon,Pacific Northwest,2009,501221.9,35,OR,"NA"
Oregon,Pacific Southwest,2016,499.8,35,OR,"NA"
Oregon,Pacific Southwest,2006,21.7,35,OR,"NA"
Oregon,Pacific Northwest,2014,453168,35,OR,"NA"
Oregon,Pacific Southwest,2014,890.1,35,OR,"NA"
Oregon,Pacific Northwest,2011,353641.8,35,OR,"NA"
Oregon,Pacific Southwest,2012,115.9,35,OR,"NA"
Oregon,Pacific Northwest,2001,155439.4,35,OR,"NA"
Oregon,Pacific Northwest,2010,572507.7,35,OR,"NA"
Oregon,Pacific Northwest,2007,678005.4,35,OR,"NA"
Oregon,Pacific Northwest,2005,515584.7,35,OR,"NA"
Oregon,Pacific Northwest,2016,582329.3,35,OR,"NA"
Oregon,Pacific Northwest,2e3,142835.6,35,OR,"NA"
Oregon,Pacific Southwest,2002,428.1,35,OR,"NA"
Oregon,Pacific Northwest,2012,294073.6,35,OR,"NA"
Oregon,Pacific Northwest,2006,566350.5,35,OR,"NA"
Oregon,Pacific Northwest,2004,714152.7,35,OR,"NA"
Oregon,Pacific Northwest,2002,377701.8,35,OR,"NA"
Oregon,Pacific Northwest,1997,111433.5,35,OR,"NA"
Oregon,Pacific Northwest,1998,98283,35,OR,"NA"
Oregon,Pacific Northwest,2008,683128.5,35,OR,"NA"
Pennsylvania,Northeastern Area,2e3,53.1,36,PA,R9
Pennsylvania,Northeastern Area,1997,0,36,PA,R9
Pennsylvania,Northeastern Area,1999,2397.8,36,PA,R9
Pennsylvania,Northeastern Area,2015,12985.3,36,PA,R9
Pennsylvania,Northeastern Area,2011,20980.3,36,PA,R9
Pennsylvania,Northeastern Area,2006,0,36,PA,R9
Pennsylvania,Northeastern Area,2009,113019.5,36,PA,R9
Pennsylvania,Northeastern Area,2005,16433.7,36,PA,R9
Pennsylvania,Northeastern Area,1998,0,36,PA,R9
Pennsylvania,Northeastern Area,2001,0,36,PA,R9
Pennsylvania,Northeastern Area,2016,21637.6,36,PA,R9
Pennsylvania,Northeastern Area,2010,31714.7,36,PA,R9
Pennsylvania,Northeastern Area,2014,0.7,36,PA,R9
Pennsylvania,Northeastern Area,2002,0.5,36,PA,R9
Pennsylvania,Northeastern Area,2013,260938.4,36,PA,R9
Pennsylvania,Northeastern Area,2003,59720.3,36,PA,R9
Pennsylvania,Northeastern Area,2007,0,36,PA,R9
Pennsylvania,Northeastern Area,2004,306,36,PA,R9
Pennsylvania,Northeastern Area,2012,12550.5,36,PA,R9
Pennsylvania,Northeastern Area,2008,38360.7,36,PA,R9
Rhode Island,Northeastern Area,2007,852.8,37,RI,R9
Rhode Island,Northeastern Area,2006,12.6,37,RI,R9
Rhode Island,Northeastern Area,2003,15.8,37,RI,R9
Rhode Island,Northeastern Area,1997,0,37,RI,R9
Rhode Island,Northeastern Area,2015,0,37,RI,R9
Rhode Island,Northeastern Area,2004,33.1,37,RI,R9
Rhode Island,Northeastern Area,1998,0,37,RI,R9
Rhode Island,Northeastern Area,2009,222.4,37,RI,R9
Rhode Island,Northeastern Area,2012,0,37,RI,R9
Rhode Island,Northeastern Area,2001,0,37,RI,R9
Rhode Island,Northeastern Area,2011,0,37,RI,R9
Rhode Island,Northeastern Area,2008,0,37,RI,R9
Rhode Island,Northeastern Area,1999,0,37,RI,R9
Rhode Island,Northeastern Area,2014,86.4,37,RI,R9
Rhode Island,Northeastern Area,2013,96.2,37,RI,R9
Rhode Island,Northeastern Area,2005,0,37,RI,R9
Rhode Island,Northeastern Area,2e3,0,37,RI,R9
Rhode Island,Northeastern Area,2010,3127.2,37,RI,R9
Rhode Island,Northeastern Area,2016,332.2,37,RI,R9
Rhode Island,Northeastern Area,2002,0,37,RI,R9
South Carolina,Southern,2011,0,38,SC,R8
South Carolina,Southern,2007,926,38,SC,R8
South Carolina,Southern,2008,0.5,38,SC,R8
South Carolina,Southern,2004,180,38,SC,R8
South Carolina,Southern,1999,61039.8,38,SC,R8
South Carolina,Southern,2005,118.1,38,SC,R8
South Carolina,Southern,1997,0,38,SC,R8
South Carolina,Southern,1998,0,38,SC,R8
South Carolina,Southern,2012,11.8,38,SC,R8
South Carolina,Southern,2003,224,38,SC,R8
South Carolina,Southern,2001,0,38,SC,R8
South Carolina,Southern,2015,0,38,SC,R8
South Carolina,Southern,2013,0,38,SC,R8
South Carolina,Southern,2006,42.1,38,SC,R8
South Carolina,Southern,2010,111.7,38,SC,R8
South Carolina,Southern,2002,4,38,SC,R8
South Carolina,Southern,2e3,0,38,SC,R8
South Carolina,Southern,2009,23.6,38,SC,R8
South Carolina,Southern,2016,0,38,SC,R8
South Carolina,Southern,2014,1562.2,38,SC,R8
South Dakota,Rocky Mountain,2013,32629.8,39,SD,R2
South Dakota,Rocky Mountain,2014,15199.7,39,SD,R2
South Dakota,Northern,2015,0,39,SD,R2
South Dakota,Rocky Mountain,2011,66173.6,39,SD,R2
South Dakota,Northern,2008,247.5,39,SD,R2
South Dakota,Rocky Mountain,2016,2230.4,39,SD,R2
South Dakota,Rocky Mountain,2015,15134.4,39,SD,R2
South Dakota,Northern,2013,109.6,39,SD,R2
South Dakota,Northern,2009,22,39,SD,R2
South Dakota,Rocky Mountain,2007,28914.2,39,SD,R2
South Dakota,Northern,2003,258.8,39,SD,R2
South Dakota,Rocky Mountain,2012,29878.8,39,SD,R2
South Dakota,Rocky Mountain,2010,44620.9,39,SD,R2
South Dakota,Northern,2007,85.7,39,SD,R2
South Dakota,Northern,2004,0,39,SD,R2
South Dakota,Northern,2010,0,39,SD,R2
South Dakota,Northern,2006,147.7,39,SD,R2
South Dakota,Rocky Mountain,2009,23429.4,39,SD,R2
South Dakota,Northern,2005,199.8,39,SD,R2
South Dakota,Rocky Mountain,2004,101382.8,39,SD,R2
South Dakota,Northern,2014,22,39,SD,R2
South Dakota,Northern,2011,63.7,39,SD,R2
South Dakota,Rocky Mountain,2008,26992.9,39,SD,R2
South Dakota,Northern,2016,44,39,SD,R2
South Dakota,Northern,1997,28.4,39,SD,R2
South Dakota,Rocky Mountain,2002,117470.7,39,SD,R2
South Dakota,Northern,1998,0,39,SD,R2
South Dakota,Rocky Mountain,2005,25186.5,39,SD,R2
South Dakota,Rocky Mountain,1997,9509.3,39,SD,R2
South Dakota,Northern,2012,0,39,SD,R2
South Dakota,Rocky Mountain,1998,13714.5,39,SD,R2
South Dakota,Rocky Mountain,1999,19381.5,39,SD,R2
South Dakota,Rocky Mountain,2003,240033,39,SD,R2
South Dakota,Rocky Mountain,2006,44147.7,39,SD,R2
South Dakota,Northern,2001,408.8,39,SD,R2
South Dakota,Northern,1999,0,39,SD,R2
South Dakota,Rocky Mountain,2001,139550,39,SD,R2
South Dakota,Rocky Mountain,2e3,13591.6,39,SD,R2
South Dakota,Northern,2e3,0,39,SD,R2
South Dakota,Northern,2002,0,39,SD,R2
Tennessee,Southern,1999,0,40,TN,R8
Tennessee,Southern,2003,257.5,40,TN,R8
Tennessee,Southern,2e3,0,40,TN,R8
Tennessee,Southern,2009,364.5,40,TN,R8
Tennessee,Southern,1997,0,40,TN,R8
Tennessee,Southern,2001,0,40,TN,R8
Tennessee,Southern,2013,1817.7,40,TN,R8
Tennessee,Southern,2010,221.4,40,TN,R8
Tennessee,Southern,2004,46.4,40,TN,R8
Tennessee,Southern,2007,913.1,40,TN,R8
Tennessee,Southern,2002,22069.2,40,TN,R8
Tennessee,Southern,2011,1406.4,40,TN,R8
Tennessee,Southern,2005,265.5,40,TN,R8
Tennessee,Southern,1998,0,40,TN,R8
Tennessee,Southern,2015,0,40,TN,R8
Tennessee,Southern,2014,3719.3,40,TN,R8
Tennessee,Southern,2006,46.2,40,TN,R8
Tennessee,Southern,2008,0.1,40,TN,R8
Tennessee,Southern,2016,5123.2,40,TN,R8
Tennessee,Southern,2012,0,40,TN,R8
Texas,Southern,1997,0,41,TX,R8
Texas,Southern,2016,0,41,TX,R8
Texas,Southern,2001,0,41,TX,R8
Texas,Southern,1999,0,41,TX,R8
Texas,Southern,2015,750.3,41,TX,R8
Texas,Southern,2007,0,41,TX,R8
Texas,Southern,2002,6470.9,41,TX,R8
Texas,Southern,2e3,0,41,TX,R8
Texas,Southern,2013,80.3,41,TX,R8
Texas,Southern,2008,0,41,TX,R8
Texas,Southern,2003,62.5,41,TX,R8
Texas,Southern,2005,13012,41,TX,R8
Texas,Southern,2012,20129,41,TX,R8
Texas,Southern,2014,2.7,41,TX,R8
Texas,Southern,1998,0,41,TX,R8
Texas,Southern,2006,1019.4,41,TX,R8
Texas,Southern,2009,0.8,41,TX,R8
Texas,Southern,2011,21.7,41,TX,R8
Texas,Southern,2010,34.8,41,TX,R8
Texas,Southern,2004,5.9,41,TX,R8
Utah,Intermountain,1997,224240.2,42,UT,"NA"
Utah,Intermountain,1999,66931.8,42,UT,"NA"
Utah,Intermountain,2003,364338,42,UT,"NA"
Utah,Intermountain,2002,105374.4,42,UT,"NA"
Utah,Intermountain,2e3,59234.6,42,UT,"NA"
Utah,Intermountain,2001,141123.6,42,UT,"NA"
Utah,Intermountain,2007,435109.5,42,UT,"NA"
Utah,Intermountain,2005,335367.9,42,UT,"NA"
Utah,Intermountain,2009,271024.8,42,UT,"NA"
Utah,Intermountain,1998,95675.2,42,UT,"NA"
Utah,Intermountain,2015,146995.9,42,UT,"NA"
Utah,Intermountain,2012,56938.3,42,UT,"NA"
Utah,Intermountain,2004,581502.6,42,UT,"NA"
Utah,Intermountain,2011,98116.5,42,UT,"NA"
Utah,Intermountain,2010,279899.2,42,UT,"NA"
Utah,Intermountain,2013,100309.3,42,UT,"NA"
Utah,Intermountain,2006,122677.9,42,UT,"NA"
Utah,Intermountain,2008,358332,42,UT,"NA"
Utah,Intermountain,2014,147570,42,UT,"NA"
Utah,Intermountain,2016,149323.8,42,UT,"NA"
Vermont,Northeastern Area,1998,78656.8,43,VT,R9
Vermont,Northeastern Area,2013,15634.2,43,VT,R9
Vermont,Northeastern Area,2008,4089.4,43,VT,R9
Vermont,Northeastern Area,2002,7144.7,43,VT,R9
Vermont,Northeastern Area,2001,1345.5,43,VT,R9
Vermont,Northeastern Area,2014,5949.3,43,VT,R9
Vermont,Northeastern Area,2015,7179.5,43,VT,R9
Vermont,Northeastern Area,1997,2303.9,43,VT,R9
Vermont,Northeastern Area,2004,28407.7,43,VT,R9
Vermont,Northeastern Area,1999,1160.4,43,VT,R9
Vermont,Northeastern Area,2016,6136.4,43,VT,R9
Vermont,Northeastern Area,2010,10852.1,43,VT,R9
Vermont,Northeastern Area,2007,46610.8,43,VT,R9
Vermont,Northeastern Area,2003,16329.3,43,VT,R9
Vermont,Northeastern Area,2e3,905,43,VT,R9
Vermont,Northeastern Area,2012,6295.4,43,VT,R9
Vermont,Northeastern Area,2006,9460,43,VT,R9
Vermont,Northeastern Area,2005,35105.6,43,VT,R9
Vermont,Northeastern Area,2009,23334.5,43,VT,R9
Vermont,Northeastern Area,2011,7074.7,43,VT,R9
Virginia,Southern,2013,86.9,44,VA,R8
Virginia,Southern,2015,92,44,VA,R8
Virginia,Southern,2014,1636.1,44,VA,R8
Virginia,Southern,2016,6643.8,44,VA,R8
Virginia,Southern,2009,672.7,44,VA,R8
Virginia,Southern,2007,1529.6,44,VA,R8
Virginia,Southern,2001,20.7,44,VA,R8
Virginia,Southern,1997,834.8,44,VA,R8
Virginia,Southern,2010,26372.2,44,VA,R8
Virginia,Southern,2008,185.3,44,VA,R8
Virginia,Southern,2002,5695.7,44,VA,R8
Virginia,Southern,1998,0,44,VA,R8
Virginia,Southern,1999,0,44,VA,R8
Virginia,Southern,2011,324.3,44,VA,R8
Virginia,Southern,2005,672,44,VA,R8
Virginia,Southern,2003,4,44,VA,R8
Virginia,Southern,2e3,1590.8,44,VA,R8
Virginia,Southern,2012,308.3,44,VA,R8
Virginia,Southern,2006,834.5,44,VA,R8
Virginia,Southern,2004,3125.3,44,VA,R8
Washington,Pacific Northwest,2014,380160.3,45,WA,"NA"
Washington,Pacific Northwest,2015,228928.7,45,WA,"NA"
Washington,Pacific Northwest,2007,741798.6,45,WA,"NA"
Washington,Pacific Northwest,2016,310455.3,45,WA,"NA"
Washington,Pacific Northwest,2002,448502,45,WA,"NA"
Washington,Pacific Northwest,2010,539549.5,45,WA,"NA"
Washington,Northern,2008,0,45,WA,"NA"
Washington,Northern,2014,0,45,WA,"NA"
Washington,Pacific Northwest,2008,811182.3,45,WA,"NA"
Washington,Pacific Northwest,2001,334440.2,45,WA,"NA"
Washington,Pacific Northwest,2003,905334.3,45,WA,"NA"
Washington,Pacific Northwest,2009,1269945.6,45,WA,"NA"
Washington,Pacific Northwest,2013,344277.7,45,WA,"NA"
Washington,Northern,2e3,0,45,WA,"NA"
Washington,Northern,2003,0,45,WA,"NA"
Washington,Pacific Northwest,1998,101765.9,45,WA,"NA"
Washington,Pacific Northwest,2004,870862.9,45,WA,"NA"
Washington,Northern,2009,0,45,WA,"NA"
Washington,Pacific Northwest,2005,1089207.5,45,WA,"NA"
Washington,Pacific Northwest,1999,163212.2,45,WA,"NA"
Washington,Northern,2016,3425.7,45,WA,"NA"
Washington,Pacific Northwest,2011,378219,45,WA,"NA"
Washington,Northern,2011,0,45,WA,"NA"
Washington,Northern,2004,0,45,WA,"NA"
Washington,Northern,2007,0,45,WA,"NA"
Washington,Northern,2013,0,45,WA,"NA"
Washington,Pacific Northwest,2006,656799.1,45,WA,"NA"
Washington,Northern,2001,0,45,WA,"NA"
Washington,Northern,2002,0,45,WA,"NA"
Washington,Pacific Northwest,2012,484282.2,45,WA,"NA"
Washington,Northern,2010,0,45,WA,"NA"
Washington,Pacific Northwest,2e3,180541.6,45,WA,"NA"
Washington,Northern,1997,0,45,WA,"NA"
Washington,Northern,2006,0,45,WA,"NA"
Washington,Northern,2015,2868.7,45,WA,"NA"
Washington,Northern,2012,0,45,WA,"NA"
Washington,Pacific Northwest,1997,141931.8,45,WA,"NA"
Washington,Northern,1998,0,45,WA,"NA"
Washington,Northern,2005,0,45,WA,"NA"
Washington,Northern,1999,0,45,WA,"NA"
West Virginia,Southern,2003,0,46,WV,R9
West Virginia,Southern,2005,0,46,WV,R9
