years,sim_number,value
2037,V559,42178179068.206566
2038,V559,42565558125.8206
2039,V559,42980816733.4781
2040,V559,43413193040.49269
2041,V559,43856236004.956955
2042,V559,44309815327.80431
2043,V559,44776024754.78101
2044,V559,45251993696.41814
2045,V559,45725266520.99731
2046,V559,46222704587.028
2047,V559,46728215985.48656
2048,V559,47234948979.746086
2049,V559,47756579837.09458
2050,V559,48293750137.96377
2051,V559,48841179036.834496
2052,V559,49399612432.11364
2053,V559,49967776361.04376
2054,V559,50544194904.688705
2055,V559,51131377957.94074
2056,V559,51727861537.5453
2057,V559,52333496691.8934
2058,V559,52948291068.70101
2059,V559,53571836799.568405
2060,V559,54204511057.7655
2061,V559,54840484368.06794
2062,V559,55488646869.6563
2063,V559,56141451496.64569
2064,V559,56802373534.65554
2014,V560,35960454585
2015,V560,36217991785.253296
2016,V560,36582236894.4456
2017,V560,36811508669.713135
2018,V560,37178909623.25445
2019,V560,37548498769.942215
2020,V560,37916198514.183624
2021,V560,38291485569.59309
2022,V560,38661571506.436806
2023,V560,39044545042.844246
2024,V560,39431402717.31757
2025,V560,39812905927.23248
2026,V560,40208831227.46609
2027,V560,40612989113.25981
2028,V560,41021535075.64299
2029,V560,41443645575.992004
2030,V560,41869363484.73283
2031,V560,42297512351.298134
2032,V560,42749224402.26233
2033,V560,43201099247.67351
2034,V560,43481858315.230606
2035,V560,43923636282.07591
2036,V560,44357334392.539536
2037,V560,44782614977.08604
2038,V560,45189060533.35333
2039,V560,45589097532.73501
2040,V560,45990714890.90013
2041,V560,46108480343.94684
2042,V560,46487396972.99654
2043,V560,46871495524.1516
2044,V560,47249324689.955246
2045,V560,47620579323.89765
2046,V560,47981590951.1616
2047,V560,48353640810.12593
2048,V560,48729512556.78035
2049,V560,49103333515.64748
2050,V560,49485606727.593
2051,V560,49870248911.40417
2052,V560,50037330663.05406
2053,V560,50359342793.56871
2054,V560,50755306163.653275
2055,V560,51115360814.92313
2056,V560,51433393172.42181
2057,V560,51833599351.69448
2058,V560,52222174724.136826
2059,V560,52622025076.927155
2060,V560,53012920167.72121
2061,V560,53400693307.0607
2062,V560,53728570991.85866
2063,V560,54123867590.46177
2064,V560,54514675206.72413
2014,V561,35960454585
2015,V561,36306762871.724846
2016,V561,36637011739.2918
2017,V561,36936745223.13227
2018,V561,37231885521.083595
2019,V561,37509059205.43326
2020,V561,37769078125.47414
2021,V561,37970434804.542595
2022,V561,38195274598.70772
2023,V561,38393630905.83751
2024,V561,38580682990.978294
2025,V561,38740058994.16979
2026,V561,38888798461.8396
2027,V561,39018550583.20482
2028,V561,39129555143.62138
2029,V561,39213833030.7656
2030,V561,39286330009.3049
2031,V561,39339258645.5717
2032,V561,39188043361.24583
2033,V561,39205865763.47364
2034,V561,39200295076.48717
2035,V561,39167309942.28785
2036,V561,39131319498.72475
2037,V561,39078606952.76706
2038,V561,39008799467.80817
2039,V561,38922356618.23208
2040,V561,38820518740.40791
2041,V561,38703006750.27529
2042,V561,38570460345.64881
2043,V561,38423819115.5291
2044,V561,38233167772.01655
2045,V561,38073431698.806274
2046,V561,37911339734.352516
2047,V561,37746468637.30808
2048,V561,37575232283.78984
2049,V561,37296020468.999214
2050,V561,37096784630.26458
2051,V561,36884120565.84616
2052,V561,36657179206.33439
2053,V561,36409872986.63572
2054,V561,36085043854.32106
2055,V561,35815106032.66151
2056,V561,35529497420.748566
2057,V561,35232380818.315926
2058,V561,34921103904.479706
2059,V561,34596125066.79435
2060,V561,34251267518.735943
2061,V561,33899660682.91311
2062,V561,33535108691.141506
2063,V561,33157958240.97411
2064,V561,32768404376.817024
2014,V562,35960454585
2015,V562,36310428926.1522
2016,V562,36650249591.00504
2017,V562,36978011216.76348
2018,V562,37294654510.31033
2019,V562,37599140934.5776
2020,V562,37884936614.05234
2021,V562,38166951189.65627
2022,V562,38436859983.47104
2023,V562,38695712749.18688
2024,V562,38943735167.21036
2025,V562,39169386100.62721
2026,V562,39397134303.42737
2027,V562,39615252685.83647
2028,V562,39822158593.25514
2029,V562,39934405662.84434
2030,V562,40129110203.90863
2031,V562,40311171710.57477
2032,V562,40404153999.0869
2033,V562,40573673649.82704
2034,V562,40751240700.36049
2035,V562,40925696679.23385
2036,V562,41076939179.00937
2037,V562,41215601306.90122
2038,V562,41332754446.48292
2039,V562,41447193045.26336
2040,V562,41559308592.754234
2041,V562,41666274447.62371
2042,V562,41766897470.25083
2043,V562,41851087783.885376
2044,V562,41939971657.5359
2045,V562,42015016920.55129
2046,V562,42006498252.694145
2047,V562,42071135433.114655
2048,V562,42130546544.90961
2049,V562,42174007892.07597
2050,V562,42213782426.91673
2051,V562,42234745895.84942
2052,V562,42258000491.65775
2053,V562,42271310916.116005
2054,V562,42268737253.66724
2055,V562,42261020485.28478
2056,V562,42242385168.019714
2057,V562,42211766188.684166
2058,V562,42169169114.923225
2059,V562,42116395254.52597
2060,V562,42051925979.97287
2061,V562,41975323981.27134
2062,V562,41871661392.34112
2063,V562,41751831434.45899
2064,V562,41637495809.61744
2014,V563,35960454585
2015,V563,36084850060.74072
2016,V563,36436476625.29936
2017,V563,36784190123.002464
2018,V563,37127694929.3143
2019,V563,37466793726.166695
2020,V563,37802752668.02586
2021,V563,38135537974.83239
2022,V563,38460626827.525604
2023,V563,38779841532.27182
2024,V563,39103268200.395325
2025,V563,39410533717.350204
2026,V563,39723807681.23488
2027,V563,40030858715.59149
2028,V563,40345898280.05875
2029,V563,40650388919.56238
2030,V563,40958327522.55113
2031,V563,41278898301.00252
2032,V563,41603522922.28679
2033,V563,41930007605.46395
2034,V563,42264468583.251526
2035,V563,42605894009.951775
2036,V563,42926377615.65269
2037,V563,43285799848.41515
2038,V563,43645641432.06251
2039,V563,43998356973.65592
2040,V563,44361955472.00497
2041,V563,44724552615.50628
2042,V563,45088215661.687706
2043,V563,45422600910.34813
2044,V563,45813554241.94421
2045,V563,46122323000.39231
2046,V563,46527325843.23528
2047,V563,46935062640.76383
2048,V563,47350432130.02388
2049,V563,47681041260.87548
2050,V563,48098388133.922615
2051,V563,48499898912.5485
2052,V563,48913339457.57317
2053,V563,49323383938.868164
2054,V563,49730763606.25097
2055,V563,50134094365.61673
2056,V563,50532127516.000595
2057,V563,50925594968.97147
2058,V563,51312823795.08075
2059,V563,51654573614.40256
2060,V563,51861636719.330925
2061,V563,52025614670.06562
2062,V563,52385466416.926346
2063,V563,52725048976.371124
2064,V563,53056475729.20845
2014,V564,35960454585
2015,V564,36226469879.199745
2016,V564,36559199406.53591
2017,V564,36876922776.249596
2018,V564,36886899151.44338
2019,V564,37172278367.38254
2020,V564,37443672379.6123
2021,V564,37698822767.174355
2022,V564,37935662965.822014
2023,V564,38154516954.39641
2024,V564,38364502070.17824
2025,V564,38554755538.00069
2026,V564,38482759935.74257
2027,V564,38386172443.95112
2028,V564,38537779326.223656
2029,V564,38676290286.33412
2030,V564,38801159616.43129
2031,V564,38912968653.93476
2032,V564,39010896777.27058
2033,V564,38882591055.721306
2034,V564,38960425398.225525
2035,V564,39024831826.960846
2036,V564,38849836405.085014
2037,V564,38896698108.627304
2038,V564,38838082877.94792
2039,V564,38856663716.0357
2040,V564,38861372631.0691
2041,V564,38826985670.05572
2042,V564,38803568295.35156
2043,V564,38736545971.68403
2044,V564,38685454515.64732
2045,V564,38610158530.97559
2046,V564,38356881700.91017
2047,V564,38262646882.35001
2048,V564,38152613912.307335
2049,V564,37994910574.816444
2050,V564,37739331114.26487
2051,V564,37583939682.29686
2052,V564,37411872611.29065
2053,V564,37212323085.991974
2054,V564,37007039320.632935
2055,V564,36728365983.20995
2056,V564,36491462168.74498
2057,V564,36225322762.57168
2058,V564,35798285488.03979
2059,V564,35515733670.07877
2060,V564,35216649615.39922
2061,V564,34902446890.64313
2062,V564,34566680735.5565
2063,V564,34238039925.989277
2064,V564,33911064839.91
2014,V565,35960454585
2015,V565,36313676102.93733
2016,V565,36659109857.395775
2017,V565,36994894864.72802
2018,V565,37311966883.64304
2019,V565,37630732886.75244
2020,V565,37942148393.987404
2021,V565,38243393773.14081
2022,V565,38536472001.68379
2023,V565,38815092929.81472
2024,V565,39090187346.510284
2025,V565,39356962270.03595
2026,V565,39609672259.505104
2027,V565,39576006656.62735
2028,V565,39819937878.23312
2029,V565,40056945549.17601
2030,V565,40286120386.59877
2031,V565,40507632324.18924
2032,V565,40725936563.11741
2033,V565,40928658307.773865
2034,V565,41103241075.28967
2035,V565,41253715342.58758
2036,V565,41243658392.14567
2037,V565,41338143371.667755
2038,V565,41268047472.79153
2039,V565,41318753392.14174
2040,V565,41342654806.946106
2041,V565,41332984680.48055
2042,V565,41243504909.01832
2043,V565,41223104026.74151
2044,V565,41080050247.9199
2045,V565,41034325153.45816
2046,V565,40973897107.24669
2047,V565,40898348682.12495
2048,V565,40806050091.96593
2049,V565,40698882814.13682
2050,V565,40573978516.2158
2051,V565,40433955263.26301
2052,V565,40263531826.732796
2053,V565,40089346872.37925
2054,V565,39880456636.59254
2055,V565,39667697809.153725
2056,V565,39430942302.92413
2057,V565,39190446368.83847
2058,V565,38933661084.931526
2059,V565,38659986778.974304
2060,V565,38175321307.877785
2061,V565,37872606951.78039
2062,V565,37554002811.1357
2063,V565,37214320065.721886
2064,V565,36867781476.983604
2014,V566,35960454585
2015,V566,36311623621.64013
2016,V566,36653926151.412575
2017,V566,36983089289.92867
2018,V566,37303347272.79562
2019,V566,37608333185.05676
2020,V566,37910616305.14799
2021,V566,38193553474.354225
2022,V566,38460897973.79264
2023,V566,38480517343.41581
2024,V566,38745010669.81453
2025,V566,39000544759.329094
2026,V566,39237983655.25565
2027,V566,39474522454.679054
2028,V566,39704627516.76541
2029,V566,39914928157.54679
2030,V566,40130711381.08884
2031,V566,40340080494.48668
2032,V566,40543524130.50556
2033,V566,40530156216.33824
2034,V566,40727131069.98793
2035,V566,40920734429.114624
2036,V566,40975791180.89604
2037,V566,41167857743.03813
2038,V566,41356401139.92299
2039,V566,41533405457.87068
2040,V566,41675920245.19057
2041,V566,41819225383.53124
2042,V566,41936890351.234505
2043,V566,42046777677.95491
2044,V566,42134142159.9161
2045,V566,42223700239.311584
2046,V566,42298792142.313705
2047,V566,42378952440.39254
2048,V566,42447337288.4367
2049,V566,42267919274.69893
2050,V566,42333331986.59625
2051,V566,42288126686.69724
2052,V566,42341185621.04622
2053,V566,42385613352.167076
2054,V566,42410978604.159515
2055,V566,42437084797.50882
2056,V566,42453299880.87398
2057,V566,42274383388.684204
2058,V566,42275572292.4561
2059,V566,42259950041.55246
2060,V566,42223162446.16481
2061,V566,42182405595.62091
2062,V566,42108273745.39798
2063,V566,42049610647.36353
2064,V566,41986006024.72009
2014,V567,35960454585
2015,V567,36319878694.20325
2016,V567,36602784327.082115
2017,V567,36964096350.0501
2018,V567,37326669514.78429
2019,V567,37685889107.97568
2020,V567,38048597824.4225
2021,V567,38414216798.053894
2022,V567,38782500865.713585
2023,V567,38873614356.65133
2024,V567,39245830711.16944
2025,V567,39621813306.92788
2026,V567,40001864297.30571
2027,V567,40385012644.54226
2028,V567,40774126611.58459
2029,V567,41169477224.268684
2030,V567,41564550649.34808
2031,V567,41946339661.097176
2032,V567,42311601704.014595
2033,V567,42358327632.77928
2034,V567,42688794091.17744
2035,V567,43001097066.28366
2036,V567,43294957928.3404
2037,V567,43570007583.48998
2038,V567,43822473214.72182
2039,V567,44059051654.001114
2040,V567,44274386574.07916
2041,V567,44472144610.83459
2042,V567,44650054550.30744
2043,V567,44542211736.325775
2044,V567,44684996457.106026
2045,V567,44808038880.372
2046,V567,44640526672.37949
2047,V567,44728080451.871544
2048,V567,44798946136.615005
2049,V567,44862267976.67156
2050,V567,44914606065.90571
2051,V567,44955939048.30785
2052,V567,44976658427.94705
2053,V567,44994715526.143394
2054,V567,44982777461.71351
2055,V567,44976339710.069244
2056,V567,44956937215.27879
2057,V567,44924199858.052574
2058,V567,44876872399.7582
2059,V567,44811151043.15263
2060,V567,44635509642.93607
2061,V567,44549611075.4458
2062,V567,44432722478.22944
2063,V567,44284791708.64105
2064,V567,44098788848.3221
2014,V568,35960454585
2015,V568,36146221114.23108
2016,V568,36386259993.418884
2017,V568,36747009339.49841
2018,V568,37103823917.3727
2019,V568,37467331048.324356
2020,V568,37834074615.71737
2021,V568,38202872309.5482
2022,V568,38576728938.43175
2023,V568,38955984820.57193
2024,V568,39339739825.5621
2025,V568,39731491065.065605
2026,V568,40133406027.1827
2027,V568,40545211166.86227
2028,V568,40969475788.89075
2029,V568,41180043584.42129
2030,V568,41615173069.9037
2031,V568,42040604273.65252
2032,V568,42452204895.27069
2033,V568,42727177643.881256
2034,V568,43129841406.05886
2035,V568,43526371729.445465
2036,V568,43911463754.4645
2037,V568,44305681167.84113
2038,V568,44709740578.03227
2039,V568,45123038634.76426
2040,V568,45545977654.07502
2041,V568,45962971766.80589
2042,V568,46397059472.283485
2043,V568,46825567210.3358
2044,V568,47284024288.35897
2045,V568,47750431655.67785
2046,V568,48205323159.89242
2047,V568,48687260656.41082
2048,V568,49138264783.88924
2049,V568,49583840109.57811
2050,V568,50092440906.87212
2051,V568,50600235430.94617
2052,V568,51113107653.94952
2053,V568,51638605559.230644
2054,V568,52148366676.8665
2055,V568,52683707040.57075
2056,V568,53221922180.62449
2057,V568,53779519131.06546
2058,V568,54343131105.71225
2059,V568,54912177526.95789
2060,V568,55458132821.10575
2061,V568,56014161832.42364
2062,V568,56489993151.522316
2063,V568,57035976479.34121
2064,V568,57614965204.80399
2014,V569,35960454585
2015,V569,36309646027.28299
2016,V569,36647902577.48557
2017,V569,36974442917.35517
2018,V569,37289065090.49879
2019,V569,37579058155.87579
2020,V569,37868183956.49087
2021,V569,38138394507.58804
2022,V569,38401670143.77395
2023,V569,38653699411.720215
2024,V569,38893702353.98447
2025,V569,39122779002.26883
2026,V569,39339974036.969055
2027,V569,39547075533.86651
2028,V569,39735737659.041115
2029,V569,39923797319.12491
2030,V569,40026834180.77431
2031,V569,40198699848.144485
2032,V569,40363538160.66715
2033,V569,40221755363.42673
2034,V569,40377884886.17365
2035,V569,40521248127.49712
2036,V569,40611201749.80377
2037,V569,40741273107.11195
2038,V569,40849331874.97753
2039,V569,40962522656.37386
2040,V569,41065072560.01372
2041,V569,41149980577.67174
2042,V569,41233337310.23895
2043,V569,41305868361.60406
2044,V569,41367460297.30226
2045,V569,41199169342.65689
2046,V569,41234411150.78751
2047,V569,41257293260.14557
2048,V569,41254449709.46239
2049,V569,41254456095.64653
2050,V569,41236409246.17179
2051,V569,41200535114.38094
2052,V569,41128704712.8498
2053,V569,41055677710.370705
2054,V569,40961190762.37971
2055,V569,40857567906.832954
2056,V569,40737998145.613625
2057,V569,40602188795.91623
2058,V569,40449297353.65325
2059,V569,40270908949.839806
2060,V569,40075768825.75208
2061,V569,39685554188.67099
2062,V569,39464894131.90124
2063,V569,39230929034.944336
2064,V569,38980724870.416
2014,V570,35960454585
2015,V570,36313952957.69237
2016,V570,36655052840.463394
2017,V570,36981768053.68198
2018,V570,37310645674.61252
2019,V570,37462412024.48642
2020,V570,37775530334.77854
2021,V570,38081264381.004524
2022,V570,38325052640.741295
2023,V570,38617800196.221436
2024,V570,38896070230.59168
2025,V570,39164863279.55658
2026,V570,39440496551.434105
2027,V570,39714183900.16154
2028,V570,39964173883.17592
2029,V570,40204290751.77295
2030,V570,40147881455.13874
2031,V570,40426336187.702995
2032,V570,40709039105.278275
2033,V570,40991025559.69417
2034,V570,41287452403.89916
2035,V570,41593175831.20919
2036,V570,41917462830.86742
2037,V570,42248795130.7549
2038,V570,42586858644.43967
2039,V570,42696949419.3134
2040,V570,43056268523.03553
2041,V570,43168870830.80873
2042,V570,43269147848.675026
2043,V570,43664580783.0635
2044,V570,44067202711.12329
2045,V570,44255988788.12391
2046,V570,44541417301.96086
2047,V570,44973477939.696045
2048,V570,45409061886.75274
2049,V570,45847069791.51793
2050,V570,46294106036.2275
2051,V570,46749095482.23773
2052,V570,47210891700.580475
2053,V570,47637296684.94251
2054,V570,48111815537.96214
2055,V570,48592690846.56387
2056,V570,49077188046.94081
2057,V570,49539444945.50719
2058,V570,50034403811.30604
2059,V570,50425103718.06651
2060,V570,50857735463.2187
2061,V570,51352201963.630226
2062,V570,51865768086.29749
2063,V570,52382243690.14267
2064,V570,52901487545.31522
2014,V571,35960454585
2015,V571,36316534897.5094
2016,V571,36666493587.47954
2017,V571,37010428396.07387
2018,V571,37346788443.54733
2019,V571,37673971065.12314
2020,V571,37936756674.15295
2021,V571,38256346121.45133
2022,V571,38571908252.15607
2023,V571,38874794948.49413
2024,V571,39182093184.3831
2025,V571,39485179216.07991
2026,V571,39787222280.13781
2027,V571,40086703294.32787
2028,V571,40382528040.59247
2029,V571,40685166727.575905
2030,V571,40977232008.33098
2031,V571,41284986376.79489
2032,V571,41452334473.86691
2033,V571,41655121320.83016
2034,V571,41918675955.24467
2035,V571,42164367862.67262
2036,V571,42382064989.95057
2037,V571,42596701028.618996
2038,V571,42807973822.794525
2039,V571,43019638602.81461
2040,V571,43226418453.222694
2041,V571,43429436263.899086
2042,V571,43631556015.19818
2043,V571,43832972653.534584
2044,V571,44030532122.51102
2045,V571,44224984311.33378
2046,V571,44403161524.43457
2047,V571,44580372481.64062
2048,V571,44560896598.245514
2049,V571,44545356931.882835
2050,V571,44721116496.041275
2051,V571,44891002117.52745
2052,V571,45054051592.64792
2053,V571,45096254621.44554
2054,V571,45246118688.8757
2055,V571,45386693780.2386
2056,V571,45516960212.27447
2057,V571,45633943005.41996
2058,V571,45738044760.59828
2059,V571,45816182114.57868
2060,V571,45890348740.93745
2061,V571,45976725008.64126
2062,V571,45995662069.11616
2063,V571,46061629995.94213
2064,V571,46095670214.02224
2014,V572,35960454585
2015,V572,36313107374.67744
2016,V572,36652981652.18693
2017,V572,36983833887.439285
2018,V572,37310483499.57623
2019,V572,37626750496.22687
2020,V572,37933820445.96627
2021,V572,38226887239.864006
2022,V572,38516787333.2079
2023,V572,38797044280.08418
2024,V572,39064949347.12717
2025,V572,39327224386.761154
2026,V572,39580335187.4403
2027,V572,39824995135.36496
2028,V572,39890085012.63961
2029,V572,40108717667.392876
2030,V572,40326988070.16584
2031,V572,40542721703.559944
2032,V572,40735434802.343506
2033,V572,40930625673.141335
2034,V572,41117563548.162834
2035,V572,41310214791.10929
2036,V572,41499416197.68251
2037,V572,41667706319.40654
2038,V572,41851219302.29477
2039,V572,42022186318.82813
2040,V572,42203348982.3661
2041,V572,42384774991.887115
2042,V572,42566348249.84063
2043,V572,42743374040.13614
2044,V572,42920794241.13301
2045,V572,43095202789.48695
2046,V572,43267990339.70163
2047,V572,43439021358.71319
2048,V572,43607008168.18685
2049,V572,43770663744.56806
2050,V572,43931589566.07723
2051,V572,44086121091.11608
2052,V572,44149208771.56873
2053,V572,44298471203.7736
2054,V572,44431939261.550156
2055,V572,44570628281.12886
2056,V572,44702170105.09422
2057,V572,44827707138.64185
2058,V572,44948426870.50487
2059,V572,45060848767.179306
2060,V572,45166474959.29668
2061,V572,45264708360.962234
2062,V572,45355191937.60086
2063,V572,45433392804.89115
2064,V572,45508923491.70843
2014,V573,35960454585
2015,V573,36304639445.423996
2016,V573,36629437555.29008
2017,V573,36937551359.883835
2018,V573,37224960760.64522
2019,V573,37489783024.14678
2020,V573,37739642487.4253
2021,V573,37829001167.12308
2022,V573,38034356254.05279
2023,V573,38218662606.676445
2024,V573,38389267308.46538
2025,V573,38539578209.099976
2026,V573,38663945550.73869
2027,V573,38774560791.29046
2028,V573,38866969780.826126
2029,V573,38940416412.035
2030,V573,38980574888.57856
2031,V573,39014075054.83363
2032,V573,39031621964.43607
2033,V573,39033748742.781845
2034,V573,39019673491.0726
2035,V573,38989838220.1276
2036,V573,38954130152.2358
2037,V573,38903129922.750694
2038,V573,38823149903.981735
2039,V573,38737843801.261536
2040,V573,38499003887.975716
2041,V573,38380547323.73982
2042,V573,38231037340.78363
2043,V573,38069554038.00389
2044,V573,37882631517.94174
2045,V573,37683079201.38197
2046,V573,37470251893.830086
2047,V573,37239679022.35947
2048,V573,36991673013.76178
2049,V573,36721171199.6428
2050,V573,36436080629.191284
2051,V573,36129494031.25937
2052,V573,35732029989.49766
2053,V573,35395188821.43905
2054,V573,35034819367.201164
2055,V573,34652723614.74552
2056,V573,34122332246.484467
2057,V573,33651859560.580925
2058,V573,33249230938.956223
2059,V573,32846668480.185143
2060,V573,32442292913.13706
2061,V573,32040835931.197697
2062,V573,31597450534.501717
2063,V573,31196062221.607758
2064,V573,30792714777.773834
2014,V574,35960454585
2015,V574,36312592882.79766
2016,V574,36651771853.34713
2017,V574,36983298772.22941
2018,V574,37302776961.060074
2019,V574,37610538840.21773
2020,V574,37641271928.00974
2021,V574,37930437101.271385
2022,V574,38209199063.0358
2023,V574,38476210511.98556
2024,V574,38736400149.28503
2025,V574,38987358238.39656
2026,V574,39229858305.1199
2027,V574,39461756570.7997
2028,V574,39687880939.86728
2029,V574,39907261824.46488
2030,V574,40052996998.44553
2031,V574,40262064482.95896
2032,V574,40467572735.67882
2033,V574,40669894996.95407
2034,V574,40859892507.36906
2035,V574,41056306866.213615
2036,V574,41254012161.65577
2037,V574,41453707391.767624
2038,V574,41473336058.840225
2039,V574,41693488528.394104
2040,V574,41911969663.86481
2041,V574,42128634038.56961
2042,V574,42344845605.026886
2043,V574,42554704052.56059
2044,V574,42765364559.469284
2045,V574,42971927270.90693
2046,V574,43176551812.40652
2047,V574,43377793898.235016
2048,V574,43574820348.62765
2049,V574,43656301576.0776
2050,V574,43781628133.29953
2051,V574,43967019156.34121
2052,V574,44145872984.08831
2053,V574,44315988286.288765
2054,V574,44468673364.02142
2055,V574,44620581496.73304
2056,V574,44772485019.629105
2057,V574,44916235487.34759
2058,V574,45017405731.7009
2059,V574,45145181484.84153
2060,V574,45263457108.72872
2061,V574,45372897794.254654
2062,V574,45459626730.065895
2063,V574,45548930145.56458
2064,V574,45628552157.48451
2014,V575,35960454585
2015,V575,36303193516.4457
2016,V575,36497235480.17916
2017,V575,36789253534.028465
2018,V575,37072407126.53646
2019,V575,37300600381.292145
2020,V575,37532833025.16685
2021,V575,37740777593.97343
2022,V575,37939840098.56449
2023,V575,38116985506.62129
2024,V575,38270960811.13526
2025,V575,38391316128.888115
2026,V575,38483130874.47364
2027,V575,38576206957.95495
2028,V575,38648634694.55387
2029,V575,38697825523.61863
2030,V575,38728557491.30905
2031,V575,38740643722.227776
2032,V575,38733604383.47823
2033,V575,38708021939.088905
2034,V575,38665146180.450294
2035,V575,38605443827.72617
2036,V575,38529130794.96106
2037,V575,38318542722.53035
2038,V575,38227083161.61668
2039,V575,38136468593.68077
2040,V575,38044771945.26419
2041,V575,37940280942.86292
2042,V575,37757928356.07705
2043,V575,37624478438.05574
2044,V575,37475331602.87611
2045,V575,37309453577.16527
2046,V575,36994920157.919395
2047,V575,36796511586.48649
2048,V575,36495989483.97191
2049,V575,36268126789.02766
2050,V575,36024961278.59508
2051,V575,35765113007.22539
2052,V575,35488660753.87819
2053,V575,35194673333.938065
2054,V575,34873829541.57808
2055,V575,34549434871.3176
2056,V575,34209257139.635826
2057,V575,33853689255.650917
2058,V575,33476373746.555096
2059,V575,33090874622.12767
2060,V575,32682716556.223473
2061,V575,32258648705.096886
2062,V575,31832825296.13109
2063,V575,31315845990.162495
2064,V575,30864494241.78916
2014,V576,35960454585
2015,V576,36311952304.17326
2016,V576,36277674227.59376
2017,V576,36300337208.11775
2018,V576,36611524857.56689
2019,V576,36916733964.4785
2020,V576,37214459603.16844
2021,V576,37179079420.625374
2022,V576,37457393825.37523
2023,V576,37726508658.775665
2024,V576,37981824068.29781
2025,V576,38058711325.92509
2026,V576,38300436678.94855
2027,V576,38532296900.79927
2028,V576,38757833912.256485
2029,V576,38975657244.11742
2030,V576,39185937699.39337
2031,V576,39121948159.89298
2032,V576,39105613334.91117
2033,V576,39302946090.3909
2034,V576,39480858420.262024
2035,V576,39669204612.27569
2036,V576,39849862858.84073
2037,V576,40008014783.266914
2038,V576,40144599529.659325
2039,V576,40258738752.85004
2040,V576,40354070736.538124
2041,V576,40435562612.23548
2042,V576,40506980565.52245
2043,V576,40568997523.80791
2044,V576,40526053590.70486
2045,V576,40567544328.36672
2046,V576,40597897632.35945
2047,V576,40612977492.83833
2048,V576,40617538836.926414
2049,V576,40608736535.02717
2050,V576,40381447658.94467
2051,V576,40350962378.125374
2052,V576,40296338603.42156
2053,V576,40239031995.598495
2054,V576,40168050188.39207
2055,V576,40032430993.25612
2056,V576,39930376226.52559
2057,V576,39816229724.10559
2058,V576,39621048257.91557
2059,V576,39475093288.86379
2060,V576,39316453583.60616
2061,V576,39133364639.58401
2062,V576,38938660678.69479
2063,V576,38735932068.69165
2064,V576,38517850834.729675
2014,V577,35960454585
2015,V577,36188673412.04868
2016,V577,36534760706.42382
2017,V577,36873764107.45174
2018,V577,37202721137.04982
2019,V577,37521197435.91606
2020,V577,37836454306.72217
2021,V577,38142736539.353294
2022,V577,38438459842.79453
2023,V577,38724525074.135254
2024,V577,39006610884.680115
2025,V577,39268805959.14993
2026,V577,39533097944.50074
2027,V577,39789752122.238884
2028,V577,40038435886.40027
2029,V577,40263491561.946396
2030,V577,40496814713.51181
2031,V577,40724691665.221634
2032,V577,40910556528.836266
2033,V577,41125070947.30933
2034,V577,41327523133.26269
2035,V577,41428884768.01273
2036,V577,41627768584.37041
2037,V577,41821783605.54573
2038,V577,42008556347.32615
2039,V577,42174070817.81866
2040,V577,42318596072.072014
2041,V577,42440660302.082146
2042,V577,42542299168.79254
2043,V577,42610341251.339584
2044,V577,42669074163.93582
2045,V577,42706735839.175476
2046,V577,42727596563.325294
2047,V577,42737604050.71326
2048,V577,42735457032.93822
2049,V577,42716722648.477036
2050,V577,42468998929.45412
2051,V577,42424752028.20399
2052,V577,42378206434.69154
2053,V577,42317577137.5555
2054,V577,42244323033.17877
2055,V577,42157407658.106415
2056,V577,42056724297.77827
2057,V577,41924414220.010864
2058,V577,41792633656.88446
2059,V577,41643964383.17235
2060,V577,41480548780.82996
2061,V577,41298478989.713974
2062,V577,41084293988.629906
2063,V577,40870599214.07677
2064,V577,40639509948.86129
2014,V578,35960454585
2015,V578,36309313203.614265
2016,V578,36530072611.11331
2017,V578,36852360816.65245
2018,V578,37156844721.52334
2019,V578,37454005918.72962
2020,V578,37737623639.041336
2021,V578,37738792193.01107
2022,V578,37996642291.23465
2023,V578,38243370453.10848
2024,V578,38479182574.54281
2025,V578,38704521549.01708
2026,V578,38919935609.82605
2027,V578,39117798252.27284
2028,V578,39313710964.34028
2029,V578,39493119844.70236
2030,V578,39676770513.76802
2031,V578,39855281653.69569
2032,V578,40017510315.82107
2033,V578,40189480943.99898
2034,V578,40076784046.38858
2035,V578,40272817822.067345
2036,V578,40483518045.732765
2037,V578,40691116052.631294
2038,V578,40897463726.340324
2039,V578,41103590718.80206
2040,V578,41245164685.444855
2041,V578,41445732817.96621
2042,V578,41616287274.902176
2043,V578,41528750148.67639
2044,V578,41725667575.15097
2045,V578,41724429469.21667
2046,V578,41899711780.68935
2047,V578,41981592266.25751
2048,V578,42163344563.47711
2049,V578,42338808489.292206
2050,V578,42507459259.454865
2051,V578,42669360094.074936
2052,V578,42772089929.59049
2053,V578,42898687775.6707
2054,V578,43036884348.34514
2055,V578,43167411208.43988
2056,V578,43288922148.068016
2057,V578,43397765617.886635
2058,V578,43497645982.17654
2059,V578,43455417591.56716
2060,V578,43535170389.97568
2061,V578,43595056346.565285
2062,V578,43654376406.6944
2063,V578,43700615709.85839
2064,V578,43738686881.54061
2014,V579,35960454585
2015,V579,36295393445.31286
2016,V579,36626646937.00566
2017,V579,36942462902.72469
2018,V579,36941230201.90366
2019,V579,37219117395.810356
2020,V579,37479774660.656166
