years,sim_number,value
2014,V324,273658260
2015,V324,276758295.72080034
2016,V324,280080158.3760206
2017,V324,283105487.27313554
2018,V324,286759953.34550655
2019,V324,290553272.6360982
2020,V324,294430369.1213518
2021,V324,298625450.95880604
2022,V324,303038362.72886384
2023,V324,307582821.75954986
2024,V324,312223091.4436526
2025,V324,317093605.47983354
2026,V324,322397599.57368684
2027,V324,327783727.63851744
2028,V324,332985089.14345497
2029,V324,338195018.7615113
2030,V324,343437621.47677064
2031,V324,348827203.3205834
2032,V324,354053964.7212877
2033,V324,359252328.3129829
2034,V324,364757263.21109855
2035,V324,370201984.97260946
2036,V324,375676685.44259536
2037,V324,381210600.0901568
2038,V324,386750706.8045535
2039,V324,392150888.9116129
2040,V324,397464551.6885493
2041,V324,402397952.6343805
2042,V324,407927925.9708617
2043,V324,413152638.98571783
2044,V324,418342545.80110854
2045,V324,423798281.6615956
2046,V324,428988162.8474586
2047,V324,434353608.4137657
2048,V324,439290562.64222
2049,V324,444719922.3970544
2050,V324,449638580.0015014
2051,V324,455008282.9895093
2052,V324,460362181.6414869
2053,V324,465550255.4666059
2054,V324,470721317.22395843
2055,V324,475981067.93127793
2056,V324,481177059.8722619
2057,V324,485643733.5887727
2058,V324,490471074.5356747
2059,V324,495289226.52583116
2060,V324,499892017.5985886
2061,V324,504885058.4882556
2062,V324,509372968.9937561
2063,V324,514135178.48402977
2064,V324,518915309.8318616
2014,V325,273658260
2015,V325,276159394.5705454
2016,V325,278189335.6318988
2017,V325,279576364.0030765
2018,V325,280647817.4370017
2019,V325,281154585.21343386
2020,V325,281146797.70221573
2021,V325,280372418.27410656
2022,V325,279415023.9981022
2023,V325,277776656.3004708
2024,V325,275668312.801072
2025,V325,273235970.56819916
2026,V325,270290261.0789886
2027,V325,266907824.7013948
2028,V325,263109363.91350055
2029,V325,258889685.52641535
2030,V325,254263529.60312378
2031,V325,249244849.55103958
2032,V325,243855658.32148215
2033,V325,238182784.2030776
2034,V325,232209787.99978867
2035,V325,225818463.26471356
2036,V325,219176466.9443693
2037,V325,212451922.42763337
2038,V325,205552913.58362073
2039,V325,198517387.14634633
2040,V325,191276897.07636464
2041,V325,184021693.13164258
2042,V325,176299344.8511865
2043,V325,169013418.03120637
2044,V325,161723294.81787744
2045,V325,154455486.06579357
2046,V325,147222826.46661156
2047,V325,139946050.4562085
2048,V325,132898519.9813405
2049,V325,125963878.87646472
2050,V325,119097057.41627556
2051,V325,112355301.95080557
2052,V325,105854473.2994552
2053,V325,99567691.73678672
2054,V325,93357479.04447377
2055,V325,87434377.5202817
2056,V325,81767761.63550651
2057,V325,76251343.94580378
2058,V325,70965610.00641242
2059,V325,65971847.47207716
2060,V325,61219536.3939584
2061,V325,56658880.297051385
2062,V325,52370528.84536091
2063,V325,48309967.26781569
2064,V325,44480873.3404961
2014,V326,273658260
2015,V326,276470437.0314828
2016,V326,279514076.8609647
2017,V326,282480288.4462483
2018,V326,285544629.25265795
2019,V326,288667173.4108612
2020,V326,291786410.8526613
2021,V326,294709678.5067593
2022,V326,297910779.6375663
2023,V326,301109110.80044025
2024,V326,304355313.4904885
2025,V326,307594204.89036596
2026,V326,310444653.49288183
2027,V326,313757896.6547329
2028,V326,317073547.53588426
2029,V326,320363817.8739714
2030,V326,323780764.43509257
2031,V326,327212901.2565757
2032,V326,330332370.5121367
2033,V326,333469026.7498151
2034,V326,336436347.61915195
2035,V326,339099492.93387455
2036,V326,341828806.0249246
2037,V326,344198140.2581853
2038,V326,346535705.9178763
2039,V326,348794363.84375256
2040,V326,350884632.8256952
2041,V326,352711681.3466295
2042,V326,354208899.0622893
2043,V326,355794564.3303305
2044,V326,357143705.3495202
2045,V326,358274176.84448415
2046,V326,359055982.227775
2047,V326,359930447.19024116
2048,V326,360329221.73190767
2049,V326,360839038.68264306
2050,V326,361165442.3326523
2051,V326,361307840.05222356
2052,V326,361012175.9039675
2053,V326,360331936.72808313
2054,V326,359783192.21884763
2055,V326,359182879.17951864
2056,V326,358193378.4981975
2057,V326,357237897.09325075
2058,V326,355733124.2074865
2059,V326,354420864.7629262
2060,V326,352914124.3114191
2061,V326,351168742.61985415
2062,V326,349132020.8411414
2063,V326,346808065.9368805
2064,V326,344600035.79296046
2014,V327,273658260
2015,V327,276063654.0680264
2016,V327,278084359.3789128
2017,V327,279799560.7384842
2018,V327,280641214.60042393
2019,V327,281433636.9053027
2020,V327,281767117.8374524
2021,V327,281486410.2264688
2022,V327,280951151.69046515
2023,V327,280206283.7219589
2024,V327,278649039.31845075
2025,V327,277061375.78026664
2026,V327,275022811.19979256
2027,V327,272266282.50495565
2028,V327,268907665.6306612
2029,V327,265737061.48091573
2030,V327,262031543.25895923
2031,V327,258143739.1379899
2032,V327,253525191.1397732
2033,V327,248826394.80312693
2034,V327,243878868.61146498
2035,V327,238646456.25584212
2036,V327,233100975.04722017
2037,V327,227224825.19639426
2038,V327,220718351.64951718
2039,V327,214258401.16545525
2040,V327,207454024.52187833
2041,V327,200602143.9960753
2042,V327,193605649.50577554
2043,V327,186366299.15052536
2044,V327,178922404.149686
2045,V327,171540209.61968485
2046,V327,164177781.04840457
2047,V327,156859821.99437395
2048,V327,149759876.68283486
2049,V327,142847877.52562785
2050,V327,136026023.0557523
2051,V327,129465279.55450563
2052,V327,123088380.0163505
2053,V327,116896001.62178339
2054,V327,110820923.27369092
2055,V327,104949956.58061771
2056,V327,99336739.30215055
2057,V327,93915375.01324637
2058,V327,88667862.25919947
2059,V327,83595528.78440261
2060,V327,78704485.18223995
2061,V327,74080317.01335622
2062,V327,69646637.50728734
2063,V327,65322011.12004678
2064,V327,61195811.62852652
2014,V328,273658260
2015,V328,276119191.5096331
2016,V328,278147296.41759455
2017,V328,280181382.7835267
2018,V328,281455873.1499499
2019,V328,282811463.82945985
2020,V328,283820545.68167084
2021,V328,283968055.7877345
2022,V328,284198543.8164295
2023,V328,284148266.7936632
2024,V328,283482513.0502479
2025,V328,282724611.67779326
2026,V328,281615807.1728178
2027,V328,279657800.26771015
2028,V328,277858714.3235345
2029,V328,275728427.4422368
2030,V328,273270277.0737614
2031,V328,270492913.97412926
2032,V328,267406118.01000237
2033,V328,263835552.97124156
2034,V328,260126421.38179612
2035,V328,256183765.9361889
2036,V328,251651913.27198413
2037,V328,247209421.53335372
2038,V328,242411396.9601637
2039,V328,237474143.5444842
2040,V328,232225936.87984228
2041,V328,226523482.23958227
2042,V328,220747786.04359123
2043,V328,214900213.5417683
2044,V328,208821240.36110726
2045,V328,202689707.56173152
2046,V328,196783543.36561328
2047,V328,190980203.17414737
2048,V328,185230882.83206883
2049,V328,179511947.22355998
2050,V328,173887684.4276136
2051,V328,168299035.96471164
2052,V328,162605018.96195734
2053,V328,157044209.26529783
2054,V328,151738624.97451544
2055,V328,146519224.76637596
2056,V328,141389382.62552792
2057,V328,136226359.1100952
2058,V328,131243902.8234852
2059,V328,126311260.10153393
2060,V328,121504965.72134171
2061,V328,116815984.79167381
2062,V328,112296334.39136875
2063,V328,107826674.93916658
2064,V328,103517626.6512393
2014,V329,273658260
2015,V329,276190797.9709763
2016,V329,278584570.8939654
2017,V329,280696932.79975605
2018,V329,282320464.42549706
2019,V329,283807193.09143317
2020,V329,284709298.0590777
2021,V329,285607465.9278928
2022,V329,285809696.8912188
2023,V329,285922029.5997459
2024,V329,285855575.4291479
2025,V329,285466395.79154164
2026,V329,284752593.7382695
2027,V329,283524950.0285508
2028,V329,282178322.4051012
2029,V329,280289391.021205
2030,V329,278279535.48682606
2031,V329,276015546.4959114
2032,V329,273415950.4424469
2033,V329,270525495.4378821
2034,V329,267248367.32162228
2035,V329,263867193.31385285
2036,V329,260167842.6759645
2037,V329,256126616.08900964
2038,V329,251596328.16391674
2039,V329,246781468.76253915
2040,V329,241548149.2003095
2041,V329,236209561.9112375
2042,V329,230753076.61541638
2043,V329,225073413.77631256
2044,V329,219148970.1635833
2045,V329,213091602.8228222
2046,V329,206879169.22051537
2047,V329,200382852.69903275
2048,V329,193987796.22328237
2049,V329,187642338.46142313
2050,V329,181177746.69640252
2051,V329,175031086.47998875
2052,V329,168957645.8628055
2053,V329,162902720.11847642
2054,V329,157076150.73291072
2055,V329,151331915.92911452
2056,V329,145718574.87548843
2057,V329,140102684.11732167
2058,V329,134720128.37520507
2059,V329,129277742.37581763
2060,V329,124062677.99209094
2061,V329,118975333.14213257
2062,V329,114025924.24493662
2063,V329,109243827.14687203
2064,V329,104612340.62886229
2014,V330,273658260
2015,V330,276574430.8331685
2016,V330,279784383.0524839
2017,V330,283126106.4899547
2018,V330,286613945.87474823
2019,V330,290185119.62828016
2020,V330,293843950.7777586
2021,V330,297222424.469216
2022,V330,300309498.13533664
2023,V330,303031450.54419297
2024,V330,305444184.6871861
2025,V330,307557964.4816724
2026,V330,309385475.75021267
2027,V330,310778846.0114557
2028,V330,311934882.55784726
2029,V330,312720215.23821193
2030,V330,312907734.7156228
2031,V330,312975344.6998742
2032,V330,312556389.58413297
2033,V330,311982630.0463126
2034,V330,310649668.5914666
2035,V330,308972156.48282117
2036,V330,307338329.7044079
2037,V330,305408213.5573504
2038,V330,302938928.95432574
2039,V330,299798531.79507655
2040,V330,296737134.523271
2041,V330,293554775.55211705
2042,V330,289927226.48440635
2043,V330,286079756.2979131
2044,V330,281547629.1080633
2045,V330,277140728.04257727
2046,V330,272544921.54376274
2047,V330,267736699.41950846
2048,V330,262781836.16369388
2049,V330,257528134.16297796
2050,V330,252191014.99031216
2051,V330,246205526.5825363
2052,V330,240415845.82817146
2053,V330,234323717.77550787
2054,V330,228403967.52178577
2055,V330,222082261.39129442
2056,V330,215999202.48534825
2057,V330,209842767.87032592
2058,V330,203337217.4996774
2059,V330,197081890.89729708
2060,V330,190692150.20639965
2061,V330,184409507.3984352
2062,V330,177951731.5040126
2063,V330,171640726.4454871
2064,V330,165240635.08507085
2014,V331,273658260
2015,V331,276239874.83841705
2016,V331,278282171.1238045
2017,V331,279749435.2418813
2018,V331,280941584.6326086
2019,V331,281647845.63053674
2020,V331,282317673.3312987
2021,V331,282372621.53982973
2022,V331,282055504.395849
2023,V331,281502225.4730064
2024,V331,280542806.8620138
2025,V331,278795121.01418704
2026,V331,276992584.6095742
2027,V331,274838516.45047385
2028,V331,272278798.77266663
2029,V331,269286933.66531277
2030,V331,265863169.7186035
2031,V331,262253552.45072526
2032,V331,258217934.92003068
2033,V331,253927370.84401423
2034,V331,249064923.81367084
2035,V331,243928155.45890835
2036,V331,238787620.07868877
2037,V331,233346803.96412343
2038,V331,227331222.49419773
2039,V331,221362951.45832074
2040,V331,215158809.4791026
2041,V331,208737109.1068024
2042,V331,201830401.20532602
2043,V331,194814035.47072563
2044,V331,187655697.99691522
2045,V331,180676713.06907272
2046,V331,173640636.11268133
2047,V331,166547443.9298709
2048,V331,159346180.02681154
2049,V331,152220589.2613833
2050,V331,145161546.40488186
2051,V331,138027132.25271216
2052,V331,131029122.15555423
2053,V331,124237798.02104135
2054,V331,117382147.88350362
2055,V331,110870510.97746354
2056,V331,104453497.59501354
2057,V331,98225720.20978265
2058,V331,92252250.57584617
2059,V331,86423915.4955034
2060,V331,80857062.48210299
2061,V331,75461746.94703515
2062,V331,70315029.28510036
2063,V331,65387076.25444941
2064,V331,60662230.15444657
2014,V332,273658260
2015,V332,276407860.6593556
2016,V332,279241866.3242509
2017,V332,281992542.1090534
2018,V332,284656819.4964305
2019,V332,286929654.6650112
2020,V332,289101488.03256845
2021,V332,291290871.3523755
2022,V332,293329426.6773831
2023,V332,295510531.72841775
2024,V332,297421975.3996408
2025,V332,299394103.6036471
2026,V332,301209795.31780523
2027,V332,302740971.7510967
2028,V332,304348951.31841743
2029,V332,305834030.3245106
2030,V332,307074963.29663
2031,V332,308185899.59223443
2032,V332,309016683.96222353
2033,V332,309807748.2840887
2034,V332,310328283.916913
2035,V332,310576682.4395608
2036,V332,310498953.34577
2037,V332,310126516.0255915
2038,V332,309216749.76298183
2039,V332,307939241.7136748
2040,V332,306827725.4086457
2041,V332,305395655.3631583
2042,V332,303759400.06762564
2043,V332,301730284.05754536
2044,V332,299513374.8515054
2045,V332,297118143.92786866
2046,V332,294404086.8713477
2047,V332,291531710.5556892
2048,V332,288405341.2635028
2049,V332,285084042.2319651
2050,V332,281550188.4920412
2051,V332,277583654.5450411
2052,V332,273244128.4747433
2053,V332,269021384.46447086
2054,V332,264739953.08150256
2055,V332,260293754.66392347
2056,V332,255611673.16855255
2057,V332,250473889.82699513
2058,V332,245479061.44120458
2059,V332,240208424.79163036
2060,V332,235090720.0813195
2061,V332,229728492.3580946
2062,V332,224295717.55875582
2063,V332,218949210.73465195
2064,V332,213509314.96406066
2014,V333,273658260
2015,V333,276343585.71053064
2016,V333,279177142.0383876
2017,V333,281753222.31445557
2018,V333,284189788.17593294
2019,V333,286751877.9280604
2020,V333,289230955.5037855
2021,V333,291403149.7437343
2022,V333,293688097.47279465
2023,V333,295507751.0299063
2024,V333,297530563.62592494
2025,V333,299355628.3994957
2026,V333,301221458.84162325
2027,V333,302977560.6122836
2028,V333,304622316.11819905
2029,V333,306153514.16504633
2030,V333,307569306.9250626
2031,V333,308420045.9010808
2032,V333,309598293.57488894
2033,V333,310464717.472222
2034,V333,310967283.1814086
2035,V333,311556299.7714224
2036,V333,312240856.0731706
2037,V333,312640411.9929657
2038,V333,313080521.07391644
2039,V333,313050453.4993693
2040,V333,313238053.71789753
2041,V333,313115223.8061841
2042,V333,313052396.596218
2043,V333,312606935.48943555
2044,V333,312292816.6803603
2045,V333,311796799.86016506
2046,V333,311050089.27257764
2047,V333,309922708.1581909
2048,V333,309051221.88514584
2049,V333,307862954.3999619
2050,V333,306774271.6439758
2051,V333,305384504.7268233
2052,V333,304075969.463866
2053,V333,302670023.84264207
2054,V333,301128666.21529233
2055,V333,299288991.0225661
2056,V333,297544153.52961123
2057,V333,295261766.2280329
2058,V333,293168882.55617905
2059,V333,290771626.2460269
2060,V333,288032409.4625451
2061,V333,285300152.4516708
2062,V333,282549812.350783
2063,V333,279593352.0534452
2064,V333,276400853.7592073
2014,V334,273658260
2015,V334,276450220.062195
2016,V334,278936437.4155196
2017,V334,281407325.39033026
2018,V334,283660315.2122644
2019,V334,285732221.2229554
2020,V334,287469276.9470406
2021,V334,289126479.28594464
2022,V334,290533465.15396315
2023,V334,291457953.42418754
2024,V334,292543826.4171345
2025,V334,293250385.32831216
2026,V334,293518123.87076735
2027,V334,293798406.07138616
2028,V334,294031315.2226494
2029,V334,293970968.987936
2030,V334,293770644.79293835
2031,V334,293292824.51146436
2032,V334,292665132.11561316
2033,V334,291787068.3604158
2034,V334,290436502.3371204
2035,V334,289176055.35309184
2036,V334,287480631.8625793
2037,V334,285811435.8122924
2038,V334,283942366.96787107
2039,V334,281846097.3118041
2040,V334,279351588.11015385
2041,V334,276714307.3484264
2042,V334,274082361.4206937
2043,V334,271081408.41028184
2044,V334,268015822.38587233
2045,V334,264622105.9650648
2046,V334,261090020.6029921
2047,V334,257338908.22752526
2048,V334,253335345.91643935
2049,V334,248764634.8520002
2050,V334,244274294.10669973
2051,V334,239726898.0321251
2052,V334,234769894.51056707
2053,V334,229775628.80869493
2054,V334,224811353.71699396
2055,V334,219465945.5736254
2056,V334,214299211.17386258
2057,V334,208996773.87679064
2058,V334,203637147.84290016
2059,V334,198215852.26850188
2060,V334,192469731.07477763
2061,V334,186936595.8681683
2062,V334,181304729.82634738
2063,V334,175626867.1860454
2064,V334,170047865.72938082
2014,V335,273658260
2015,V335,276750081.1674106
2016,V335,280295617.7556562
2017,V335,284132312.8034359
2018,V335,288102654.5869338
2019,V335,291850639.9698898
2020,V335,296480093.41773003
2021,V335,301303677.3007932
2022,V335,306748697.34149194
2023,V335,312492623.327438
2024,V335,318576829.79015845
2025,V335,324923582.36806315
2026,V335,331859844.8939039
2027,V335,338793686.7019737
2028,V335,345991483.1085546
2029,V335,353616235.56607413
2030,V335,361474134.6174365
2031,V335,369556605.9509154
2032,V335,377904829.11614466
2033,V335,385783196.5967695
2034,V335,394611615.44733155
2035,V335,403288540.5292023
2036,V335,412598861.0434824
2037,V335,421960968.9831438
2038,V335,431683385.30565435
2039,V335,441528251.182173
2040,V335,452152745.9534776
2041,V335,463116159.8996276
2042,V335,474399760.6659924
2043,V335,486077318.51324195
2044,V335,498008220.93740654
2045,V335,510314314.0364103
2046,V335,523080761.49906063
2047,V335,535653790.21113735
2048,V335,549231457.8935188
2049,V335,563357862.1281335
2050,V335,577191649.6709805
2051,V335,592086003.4251584
2052,V335,607009809.5014167
2053,V335,623069403.724451
2054,V335,639588065.7661506
2055,V335,655724313.0799586
2056,V335,673202194.8705928
2057,V335,691508902.9528868
2058,V335,709042209.9792513
2059,V335,728459293.3060796
2060,V335,748181197.5103185
2061,V335,769077942.491285
2062,V335,790699957.1238743
2063,V335,812546291.8216335
2064,V335,835632557.0269395
2014,V336,273658260
2015,V336,276383207.5744725
2016,V336,278919886.4141595
2017,V336,280928817.932084
2018,V336,282780771.1125126
2019,V336,284319945.13068604
2020,V336,285793168.14555496
2021,V336,287072896.4919291
2022,V336,288056632.53997535
2023,V336,288805234.50736296
2024,V336,289284333.04469484
2025,V336,289473009.62108123
2026,V336,289383273.7372716
2027,V336,288863156.68280894
2028,V336,288088581.58721274
2029,V336,287202381.2044982
2030,V336,285396738.89470285
2031,V336,283795765.2822071
2032,V336,281602401.2467056
2033,V336,278839157.05838335
2034,V336,276050462.1986752
2035,V336,272885570.476022
2036,V336,269148717.90603423
2037,V336,265241567.4747826
2038,V336,261035804.8165345
2039,V336,256318571.12846157
2040,V336,251216171.29918116
2041,V336,246073097.28211522
2042,V336,240664458.252163
2043,V336,235086957.41318548
2044,V336,229219590.7124049
2045,V336,223465014.92827794
2046,V336,217687679.83019975
2047,V336,211910180.7492122
2048,V336,206331924.4325384
2049,V336,200749685.97815782
2050,V336,195246326.94134438
2051,V336,189815009.40316942
2052,V336,184422246.5575471
2053,V336,178971748.13950825
2054,V336,173708066.42997104
2055,V336,168512294.3282882
2056,V336,163158054.5345385
2057,V336,158113865.09004945
2058,V336,153131064.1108836
2059,V336,148188892.05786487
2060,V336,143397400.88044706
2061,V336,138683292.38235942
2062,V336,133891435.64572735
2063,V336,129276885.17452022
2064,V336,124701287.00163923
2014,V337,273658260
2015,V337,276158615.9896566
2016,V337,278232789.891658
2017,V337,280352646.1669507
2018,V337,281998066.596327
2019,V337,283500096.91334546
2020,V337,284661584.56235904
2021,V337,285525181.76464355
2022,V337,285851407.1703608
2023,V337,286063266.173338
2024,V337,285805064.5487431
2025,V337,285245137.49306077
2026,V337,284140241.5790934
2027,V337,282328462.0733198
2028,V337,279761859.62787694
2029,V337,277015229.6449614
2030,V337,273586655.2343908
2031,V337,269698036.21930605
2032,V337,265531780.98112634
2033,V337,260845521.77974987
2034,V337,255614679.6198055
2035,V337,250005619.72960672
2036,V337,244197791.51023352
2037,V337,238055489.51237237
2038,V337,231420108.67733413
2039,V337,224457219.98369873
2040,V337,217719301.2776751
2041,V337,210514625.5306193
2042,V337,203881979.48734412
2043,V337,197296261.4451348
2044,V337,190590163.6023915
2045,V337,184130830.2828256
2046,V337,177608575.94355667
2047,V337,171306877.58068803
2048,V337,164989529.8087013
2049,V337,158773592.06206664
2050,V337,152568310.47046018
2051,V337,146559485.63719952
2052,V337,140777006.5124151
2053,V337,135110784.41450664
2054,V337,129565239.47898412
2055,V337,124052584.46253893
2056,V337,118747684.45900549
2057,V337,113523505.38515048
2058,V337,108503083.66304815
2059,V337,103615721.04593305
2060,V337,98850935.70040691
2061,V337,94228161.45913744
2062,V337,89709788.18286835
2063,V337,85374916.65674412
2064,V337,81138547.112487
2014,V338,273658260
2015,V338,276645553.82790345
2016,V338,279975946.3416467
2017,V338,283442638.8165294
2018,V338,286918154.52879095
2019,V338,290782036.904685
2020,V338,294842536.95219886
2021,V338,299106340.4348956
2022,V338,303394249.65893745
2023,V338,307497471.5926383
2024,V338,311694691.17691666
2025,V338,315794420.88885254
2026,V338,319724907.0721575
2027,V338,323551904.2368575
2028,V338,327267361.90421635
2029,V338,330843340.78920376
2030,V338,334191698.8590412
2031,V338,337437419.4745137
2032,V338,340090815.6913807
2033,V338,343011722.8371621
2034,V338,345805200.0300747
2035,V338,348045602.76612765
2036,V338,350492657.6390945
2037,V338,352689754.3495567
2038,V338,354755771.9941316
2039,V338,356657674.01894665
2040,V338,358371270.2451401
2041,V338,359648236.14592594
2042,V338,360838194.57491183
2043,V338,361969389.7637938
2044,V338,362821934.800234
2045,V338,363273866.520602
2046,V338,363600916.93264025
2047,V338,363711766.1653962
2048,V338,363389880.6371893
2049,V338,362853139.69116604
2050,V338,362538907.64055353
2051,V338,362030726.32993174
2052,V338,361306230.0748441
2053,V338,360230533.6752556
2054,V338,359076578.02423877
2055,V338,357804069.0877701
2056,V338,356316801.41943365
2057,V338,354657447.72086096
2058,V338,352808432.62198645
2059,V338,350586183.5070685
2060,V338,348368147.97177356
2061,V338,345745663.79402435
2062,V338,342916457.94848657
2063,V338,339890557.6355007
2064,V338,336983508.55161756
2014,V339,273658260
2015,V339,276296284.71628684
2016,V339,278371449.28814006
2017,V339,280409887.3263775
2018,V339,282081412.84061396
2019,V339,283471093.55397505
2020,V339,284176214.22178996
2021,V339,284859291.9806117
2022,V339,285214705.4406834
2023,V339,285220808.99315286
2024,V339,284874944.26177865
2025,V339,284182367.12842643
2026,V339,282995227.8269492
2027,V339,281396612.7327858
2028,V339,279266352.18017
2029,V339,277217574.4504118
2030,V339,274711768.6702676
2031,V339,271982370.40290654
2032,V339,268661314.60378176
2033,V339,265066284.4778838
2034,V339,261487958.68663576
2035,V339,257442950.97325197
2036,V339,253344394.3049186
2037,V339,248863510.3584102
2038,V339,244284075.74914506
2039,V339,239185892.3537636
2040,V339,234017288.83274224
2041,V339,228646255.84031782
2042,V339,223295869.70036358
2043,V339,217808780.533583
2044,V339,212046577.20751205
2045,V339,206330484.21404442
2046,V339,200515459.5484249
2047,V339,194612701.76495937
2048,V339,188394320.54081395
2049,V339,182378484.14126208
2050,V339,176325440.21698457
2051,V339,170254579.7258377
2052,V339,164284667.38908982
2053,V339,158417297.94187707
2054,V339,152548137.26639566
2055,V339,146941092.2374121
2056,V339,141505165.90555906
2057,V339,136194261.8662504
2058,V339,131025050.53066376
2059,V339,125964521.01576068
2060,V339,121081025.29466379
2061,V339,116330793.42559336
2062,V339,111630583.36335489
2063,V339,107006132.62806676
2064,V339,102659445.29008727
2014,V340,273658260
2015,V340,276689654.9180401
2016,V340,280015462.40416807
2017,V340,283539431.86984694
2018,V340,287325892.1750709
2019,V340,291327867.0290256
2020,V340,295542528.30682653
2021,V340,299979570.63469785
2022,V340,304388009.0940086
2023,V340,309070071.48393786
2024,V340,314206538.5785982
2025,V340,319429859.6838093
2026,V340,325075866.83276474
2027,V340,331095215.79992807
2028,V340,337236034.81458014
2029,V340,343473205.7851464
2030,V340,349749146.68417585
2031,V340,355707390.9684306
2032,V340,361963288.33531755
2033,V340,368342099.9337095
2034,V340,374975339.439668
2035,V340,381765824.88203144
2036,V340,388252406.3608881
2037,V340,395271560.3316357
2038,V340,402326730.9284244
2039,V340,409331188.1330795
2040,V340,416613362.12712026
2041,V340,423993469.5496992
2042,V340,431450990.6071763
2043,V340,438513299.86929595
2044,V340,445751141.93379605
2045,V340,453206004.5567216
2046,V340,460930318.1303829
2047,V340,468964053.88889086
2048,V340,476869128.45701015
2049,V340,485192711.0513336
2050,V340,493518008.17796546
2051,V340,502080849.22640175
2052,V340,510105907.1656618
2053,V340,518632005.51295334
2054,V340,527433976.3524596
2055,V340,536475539.8435809
2056,V340,545553961.7117761
2057,V340,554822366.9698987
2058,V340,563399285.4991035
2059,V340,572428551.926011
2060,V340,581436093.5944072
2061,V340,591195292.768173
2062,V340,601114625.658503
2063,V340,610735022.3516325
2064,V340,620822737.5909657
2014,V341,273658260
2015,V341,276265107.8889392
2016,V341,278200338.27255297
2017,V341,280036387.6202942
2018,V341,281468402.59763503
2019,V341,282297305.70366263
2020,V341,282868302.6538148
2021,V341,283053718.46255016
2022,V341,282610221.1997925
2023,V341,281691643.2144857
2024,V341,280519469.3280186
2025,V341,278983032.97135496
2026,V341,276892509.8193657
2027,V341,274393111.94074607
2028,V341,271499695.892721
2029,V341,268114388.92587587
2030,V341,264337334.28473136
2031,V341,260069088.03708348
2032,V341,255294242.53813913
2033,V341,249913773.7889766
2034,V341,244037427.82882437
2035,V341,237911160.88191447
2036,V341,231395723.84568357
2037,V341,224623811.9737792
2038,V341,217720544.60127383
2039,V341,210437669.28396142
2040,V341,202924883.6241017
2041,V341,195420002.0857271
2042,V341,187667581.6689447
2043,V341,179944899.2110809
2044,V341,172223766.41955408
2045,V341,164597523.24912456
2046,V341,157165608.42856416
2047,V341,149892941.30925393
2048,V341,142706137.05226803
2049,V341,135782372.41811273
2050,V341,129042203.11856167
2051,V341,122491844.64958389
2052,V341,116120310.15276293
2053,V341,109930166.42683625
2054,V341,103962065.64725056
2055,V341,98147077.24581636
2056,V341,92614459.1507734
2057,V341,87226699.72456989
2058,V341,82106936.52336052
2059,V341,77187077.11378017
2060,V341,72489614.96758609
2061,V341,67981042.7014648
2062,V341,63691311.728388585
2063,V341,59583708.11705955
2064,V341,55685989.28005131
2014,V342,273658260
2015,V342,276411142.8822502
2016,V342,278960354.8070103
2017,V342,281277076.22307736
2018,V342,282864393.3435357
2019,V342,284463258.9169795
2020,V342,285939563.9808212
2021,V342,287229642.408937
2022,V342,288297091.95052624
2023,V342,289103939.52921855
2024,V342,289647735.7725318
2025,V342,289860128.25965524
2026,V342,289873340.1038396
2027,V342,289459207.9851795
2028,V342,288562328.10369635
2029,V342,286893998.3529827
2030,V342,284973682.9923238
2031,V342,282445128.37932205
2032,V342,279792489.35791874
2033,V342,276461237.90995026
2034,V342,272822695.9276521
2035,V342,268771333.50624543
2036,V342,264519779.44202045
2037,V342,259667094.90705177
2038,V342,254733281.3684103
2039,V342,249457089.91834733
2040,V342,243935969.25905588
2041,V342,238019223.92889678
2042,V342,231940846.59900135
2043,V342,225645887.97937766
2044,V342,218908206.5419881
2045,V342,212301618.49873045
2046,V342,205430834.7969398
2047,V342,198588063.8124022
2048,V342,191662623.56470346
2049,V342,184620719.19881177
2050,V342,177455274.53391325
2051,V342,170418957.30199146
2052,V342,163471369.12682265
2053,V342,156562709.8842352
2054,V342,149773738.04272887
2055,V342,143295163.31651446
2056,V342,136977982.32226968
2057,V342,130795362.44490992
2058,V342,124812286.09162012
2059,V342,118999385.28735954
2060,V342,113196546.20664611
2061,V342,107736867.83077358
2062,V342,102341111.53212115
2063,V342,97235257.59975198
2064,V342,92285859.0716118
2014,V343,273658260
2015,V343,276129812.25141805
2016,V343,278151913.47512025
2017,V343,280198878.9292738
2018,V343,281930013.52830184
2019,V343,283327910.5189621
2020,V343,284319893.9944499
2021,V343,285000172.4482152
2022,V343,285349246.3457942
2023,V343,285371680.2931342
2024,V343,285045984.4698493
2025,V343,284293245.7653746
2026,V343,282939285.2401922
2027,V343,281396726.07137465
2028,V343,279625012.9199878
2029,V343,277600270.5833469
2030,V343,275239749.21808535
2031,V343,272548235.2364962
2032,V343,269563804.07102925
2033,V343,266126045.76854578
2034,V343,262561208.1146177
2035,V343,258580650.79089198
2036,V343,254367041.17900777
2037,V343,249691391.4307794
2038,V343,245141957.15265393
2039,V343,240039115.5764776
2040,V343,234662699.95492893
2041,V343,229318131.57154855
2042,V343,223562919.84952578
2043,V343,217785075.91375706
2044,V343,211718727.79120865
2045,V343,205432704.1437254
2046,V343,199154070.5389783
2047,V343,192939611.15185505
2048,V343,186806069.7573464
2049,V343,180700071.73846638
2050,V343,174694656.85622266
2051,V343,168790550.34855512
