years,sim_number,value
2062,V3,8301369187.38853
2063,V3,8113644556.563119
2064,V3,7928834645.713474
2014,V4,15923170600
2015,V4,16053290190.64688
2016,V4,16162828364.093739
2017,V4,16252518131.36903
2018,V4,16320271843.397915
2019,V4,16368030912.03098
2020,V4,16394472472.892029
2021,V4,16399455575.265879
2022,V4,16382912313.074812
2023,V4,16344944342.789333
2024,V4,16166301237.477688
2025,V4,16086442183.118128
2026,V4,15985844036.667553
2027,V4,15864941270.191816
2028,V4,15724017744.223562
2029,V4,15563876937.796307
2030,V4,15384960409.183554
2031,V4,14998972990.869707
2032,V4,14787218398.717274
2033,V4,14559033817.63874
2034,V4,14315311451.973549
2035,V4,14056871582.435682
2036,V4,13790739560.763338
2037,V4,13527696660.989424
2038,V4,13267063338.182352
2039,V4,13008894114.522482
2040,V4,12753241047.261703
2041,V4,12500077169.306942
2042,V4,12249319301.339996
2043,V4,11923327239.226093
2044,V4,11679168709.118223
2045,V4,11438120969.714054
2046,V4,11200102119.02657
2047,V4,10964866654.22224
2048,V4,10732457344.4794
2049,V4,10502921596.177341
2050,V4,10276262194.958841
2051,V4,10052487527.773153
2052,V4,9831681022.645382
2053,V4,9430943532.215204
2054,V4,9220152028.440016
2055,V4,8991863962.97737
2056,V4,8786941232.577875
2057,V4,8585437185.5610895
2058,V4,8386925118.907519
2059,V4,8191212840.152377
2060,V4,7998658045.473823
2061,V4,7809067926.7897415
2062,V4,7622463094.036299
2063,V4,7438603388.5435
2064,V4,7257917838.086005
2014,V5,15923170600
2015,V5,16060383021.285597
2016,V5,16184941826.508776
2017,V5,16296489239.817583
2018,V5,16393637223.593718
2019,V5,16381763433.049116
2020,V5,16452120499.977997
2021,V5,16508676663.834978
2022,V5,16551170239.59172
2023,V5,16579436112.348349
2024,V5,16593173204.3743
2025,V5,16592894339.72078
2026,V5,16548489088.385431
2027,V5,16519628196.549887
2028,V5,16168073900.26037
2029,V5,16111691360.158323
2030,V5,16041849749.547422
2031,V5,15958382689.986496
2032,V5,15861622776.385056
2033,V5,15751770553.382833
2034,V5,15628822978.115667
2035,V5,15493122981.374226
2036,V5,15345611153.990679
2037,V5,15186128684.338814
2038,V5,15015380478.207262
2039,V5,14833432640.782963
2040,V5,14641029532.51611
2041,V5,14438397004.608122
2042,V5,14226158478.032543
2043,V5,14011813767.529732
2044,V5,13800492425.511427
2045,V5,13592061556.142885
2046,V5,13386659231.072943
2047,V5,13184175394.401031
2048,V5,12984552785.551756
2049,V5,12787286286.283428
2050,V5,12589456338.598492
2051,V5,12344218761.835516
2052,V5,12146364217.50826
2053,V5,11948304029.096699
2054,V5,11750048884.109602
2055,V5,11424629442.541048
2056,V5,11228794980.858263
2057,V5,11032987738.62802
2058,V5,10837393100.676777
2059,V5,10642544126.829035
2060,V5,10448253170.775772
2061,V5,10254609511.661045
2062,V5,10061692377.64021
2063,V5,9869557400.782724
2064,V5,9678394322.226671
2014,V6,15923170600
2015,V6,16057000504.86943
2016,V6,16175383146.690031
2017,V6,16277605819.779938
2018,V6,16363347447.53692
2019,V6,16432299962.828966
2020,V6,16484032391.473866
2021,V6,16518758175.77586
2022,V6,16508886517.187489
2023,V6,16508686490.422033
2024,V6,16491261287.253708
2025,V6,16456332535.645342
2026,V6,16404277554.798304
2027,V6,16335119447.893583
2028,V6,16248628656.416977
2029,V6,16145372900.639854
2030,V6,16026171966.055202
2031,V6,15774055529.891844
2032,V6,15624444928.93994
2033,V6,15459663032.39343
2034,V6,15135922475.463991
2035,V6,14944515953.471878
2036,V6,14660110786.321724
2037,V6,14443823563.995508
2038,V6,14214937597.997412
2039,V6,13975257005.613808
2040,V6,13724434882.469433
2041,V6,13464133400.056099
2042,V6,13206618868.254662
2043,V6,12951913808.031263
2044,V6,12464607545.90191
2045,V6,12220212504.617943
2046,V6,11978658292.427893
2047,V6,11739959809.478615
2048,V6,11504008078.080477
2049,V6,11270035532.037756
2050,V6,11039701047.113083
2051,V6,10811580228.738943
2052,V6,10587443410.201326
2053,V6,10365857135.324272
2054,V6,9895544840.015667
2055,V6,9685674136.33051
2056,V6,9478689846.918453
2057,V6,9274570250.533852
2058,V6,9073340096.155724
2059,V6,8875092897.162315
2060,V6,8679755466.1069355
2061,V6,8486910102.527875
2062,V6,8297397167.987868
2063,V6,8110765685.087981
2064,V6,7926690194.56627
2014,V7,15923170600
2015,V7,16054140830.656336
2016,V7,16166780094.158236
2017,V7,16260280200.464367
2018,V7,16334269976.177462
2019,V7,16388454105.416494
2020,V7,16422531027.170826
2021,V7,16436505073.033308
2022,V7,16430148488.855433
2023,V7,16356770403.214523
2024,V7,16309933234.886023
2025,V7,16243362746.861809
2026,V7,16157033748.095835
2027,V7,16051225603.12477
2028,V7,15887020637.88231
2029,V7,15743603564.669807
2030,V7,15582238408.925241
2031,V7,15403338159.693554
2032,V7,15207334743.140408
2033,V7,14650993693.872725
2034,V7,14428564586.12996
2035,V7,14190771031.694418
2036,V7,13940322013.778326
2037,V7,13683456407.98969
2038,V7,13429380903.575672
2039,V7,13177450635.430586
2040,V7,12927506463.748709
2041,V7,12681096466.320599
2042,V7,12437331384.32089
2043,V7,12159858621.535124
2044,V7,11818758374.222616
2045,V7,11585744554.521719
2046,V7,11355450686.358015
2047,V7,11127489667.526058
2048,V7,10902636733.031
2049,V7,10680568308.998146
2050,V7,10461260499.15099
2051,V7,10244758020.467478
2052,V7,9881735437.801418
2053,V7,9673992141.167189
2054,V7,9332127926.71723
2055,V7,9027183293.535877
2056,V7,8832959140.646338
2057,V7,8641472071.970602
2058,V7,8399775064.776129
2059,V7,8050975971.622082
2060,V7,7872497377.914046
2061,V7,7582496195.677291
2062,V7,7411917112.680705
2063,V7,7243963756.104602
2064,V7,7078092087.214041
2014,V8,15923170600
2015,V8,16056979855.504662
2016,V8,16174570219.539782
2017,V8,16275573159.30637
2018,V8,16359621941.887663
2019,V8,16426385595.872364
2020,V8,16218938277.585478
2021,V8,16250188304.02842
2022,V8,16263957981.81087
2023,V8,16171314554.562548
2024,V8,16150078027.455732
2025,V8,16111447532.461533
2026,V8,16055505311.966234
2027,V8,15831254804.087612
2028,V8,15742081748.682592
2029,V8,15636472523.069374
2030,V8,15514123547.368029
2031,V8,15376528145.934587
2032,V8,15223577228.87972
2033,V8,14982568230.098549
2034,V8,14574210724.88199
2035,V8,14382044560.68568
2036,V8,14176887631.125353
2037,V8,13923946262.804321
2038,V8,13707611856.972712
2039,V8,13494320661.856724
2040,V8,13123377245.170332
2041,V8,12917728113.454103
2042,V8,12714238717.152744
2043,V8,12514533375.362173
2044,V8,12317217997.865538
2045,V8,12122842417.781414
2046,V8,11780923241.949167
2047,V8,11594143955.14275
2048,V8,11409694857.70328
2049,V8,11227961616.146282
2050,V8,11048606558.537909
2051,V8,10871200900.03304
2052,V8,10696844879.436863
2053,V8,10524862011.459438
2054,V8,10148350756.526026
2055,V8,9984404700.335726
2056,V8,9822802066.905884
2057,V8,9663453661.241486
2058,V8,9322281796.046524
2059,V8,9122062727.24037
2060,V8,8973075088.40128
2061,V8,8826030202.057842
2062,V8,8681228124.572126
2063,V8,8483034796.65693
2064,V8,8168690787.110814
2014,V9,15923170600
2015,V9,15907381496.389915
2016,V9,16024804248.119583
2017,V9,16125188881.260635
2018,V9,16210351155.124964
2019,V9,16278918069.783825
2020,V9,16330693890.391994
2021,V9,16365480828.509176
2022,V9,16383064428.526854
2023,V9,16383447019.12348
2024,V9,16366475277.65486
2025,V9,16332177854.030884
2026,V9,16281180117.383411
2027,V9,16213100173.23782
2028,V9,15735222115.60184
2029,V9,15636515952.395933
2030,V9,15521836972.529331
2031,V9,15391819600.18608
2032,V9,15246452189.860075
2033,V9,15086661790.198895
2034,V9,14911545488.688915
2035,V9,14723512898.170004
2036,V9,14522796892.856483
2037,V9,14309659682.796482
2038,V9,14084619795.28147
2039,V9,13848324672.731428
2040,V9,13601447722.749474
2041,V9,13254033237.568924
2042,V9,12989889005.790575
2043,V9,12472069679.995256
2044,V9,12197325485.010862
2045,V9,11915789677.250431
2046,V9,11636741353.088272
2047,V9,11238061820.070997
2048,V9,10968711477.648981
2049,V9,10702819348.431057
2050,V9,10440412492.852152
2051,V9,10181600610.632437
2052,V9,9813965516.75706
2053,V9,9565267171.714136
2054,V9,9319820226.56104
2055,V9,9078477536.480305
2056,V9,8840976046.862183
2057,V9,8607262726.115
2058,V9,8306008040.449003
2059,V9,8081727824.295798
2060,V9,7861420782.554054
2061,V9,7491481506.23329
2062,V9,7283167774.347584
2063,V9,7078648785.944221
2064,V9,6877910855.6046715
2014,V10,15923170600
2015,V10,16054208771.38309
2016,V10,16166042483.312504
2017,V10,16258865416.618858
2018,V10,16331853371.076797
2019,V10,16384893841.416855
2020,V10,16417636693.449087
2021,V10,16430012560.399433
2022,V10,16421909403.24812
2023,V10,16393331993.991682
2024,V10,16343109527.396502
2025,V10,16273750024.085707
2026,V10,16184447265.269526
2027,V10,15766477402.75394
2028,V10,15640735977.728214
2029,V10,15496493251.42154
2030,V10,15334256519.732038
2031,V10,15073966464.10767
2032,V10,14877267757.68191
2033,V10,14387880987.452662
2034,V10,14164661687.49802
2035,V10,13928018982.377104
2036,V10,13597916221.174507
2037,V10,13341382557.37213
2038,V10,13087218011.95712
2039,V10,12835493242.943413
2040,V10,12530094278.998314
2041,V10,12284498047.75482
2042,V10,12041450856.207346
2043,V10,11800529052.55828
2044,V10,11562552090.886131
2045,V10,11327364105.364939
2046,V10,10868214654.996683
2047,V10,10643182203.866154
2048,V10,10420775812.660376
2049,V10,10201194469.112862
2050,V10,9984379090.343828
2051,V10,9769613112.385206
2052,V10,9558074855.167131
2053,V10,9349660480.035896
2054,V10,9144072944.153002
2055,V10,8941312022.133818
2056,V10,8741398081.533573
2057,V10,8544367778.96356
2058,V10,8350208535.0835085
2059,V10,8051959056.356106
2060,V10,7866014967.563651
2061,V10,7682929480.846134
2062,V10,7502699716.62922
2063,V10,7325103302.3802185
2064,V10,7150566918.739294
2014,V11,15923170600
2015,V11,16056010623.852592
2016,V11,16171661126.7608
2017,V11,16270255262.901634
2018,V11,16351094941.825882
2019,V11,16166196094.625494
2020,V11,16209596108.702084
2021,V11,16235128973.804695
2022,V11,15890113926.877115
2023,V11,15879472204.950893
2024,V11,15850832474.971159
2025,V11,15804447719.831345
2026,V11,15740373916.608032
2027,V11,15510483319.498713
2028,V11,15242366370.568
2029,V11,15052165671.779991
2030,V11,14923223669.237823
2031,V11,14778522813.265589
2032,V11,14618574356.208313
2033,V11,14443709491.323969
2034,V11,14254730510.63574
2035,V11,14052221021.388008
2036,V11,13836418257.781672
2037,V11,13608073394.619968
2038,V11,13368698287.49453
2039,V11,13118453200.044575
2040,V11,12868286913.872341
2041,V11,12620817825.683912
2042,V11,12375944889.003172
2043,V11,11928000118.328487
2044,V11,11692516543.84111
2045,V11,11459708729.968407
2046,V11,11229479225.471523
2047,V11,11002072441.949692
2048,V11,10565749271.230896
2049,V11,10348171834.190498
2050,V11,10133334164.888887
2051,V11,9920928946.413342
2052,V11,9711496315.536827
2053,V11,9504138505.838839
2054,V11,9300360248.110697
2055,V11,8975635338.775856
2056,V11,8780088313.774153
2057,V11,8587356094.273847
2058,V11,8397311966.280898
2059,V11,8210119109.776461
2060,V11,8025689822.321082
2061,V11,7844019235.160362
2062,V11,7665162114.230301
2063,V11,7446099086.168772
2064,V11,7273581435.143639
2014,V12,15923170600
2015,V12,16056528081.626904
2016,V12,16173213485.164354
2017,V12,16059923014.466967
2018,V12,16140244424.880531
2019,V12,16203886826.483408
2020,V12,16249841066.085176
2021,V12,16277544537.865374
2022,V12,16287634312.026546
2023,V12,16279695176.245157
2024,V12,16252999608.997137
2025,V12,16209044231.637217
2026,V12,16147227489.920456
2027,V12,16067776621.801935
2028,V12,15970187966.21324
2029,V12,15856195234.939795
2030,V12,15725118440.86536
2031,V12,15578089764.014162
2032,V12,15295947899.218266
2033,V12,15118908119.372969
2034,V12,14927300764.951763
2035,V12,14721585084.672197
2036,V12,14502385753.586481
2037,V12,14270280047.439615
2038,V12,14026172695.062437
2039,V12,13770722195.729792
2040,V12,13426866574.863062
2041,V12,13177198587.894842
2042,V12,12930516543.032333
2043,V12,12686568272.523523
2044,V12,12444903866.34652
2045,V12,12206088284.261457
2046,V12,11970461116.494717
2047,V12,11737641271.153269
2048,V12,11507645981.253223
2049,V12,11182627734.175781
2050,V12,10959888190.245243
2051,V12,10740340089.410093
2052,V12,10319253599.183777
2053,V12,10109532668.57836
2054,V12,9902600814.364748
2055,V12,9698340300.344667
2056,V12,9496971539.14793
2057,V12,9298426558.09169
2058,V12,9102387756.100853
2059,V12,8909435209.335783
2060,V12,8719278555.859549
2061,V12,8393091772.995434
2062,V12,8211501955.641635
2063,V12,8032304804.527939
2064,V12,7856187203.417077
2014,V13,15923170600
2015,V13,16057439757.514069
2016,V13,16176014768.885786
2017,V13,16278533143.806143
2018,V13,16364634878.63611
2019,V13,16433875929.926325
2020,V13,16486036329.267431
2021,V13,16521383863.805635
2022,V13,16438560578.228016
2023,V13,16328616092.987492
2024,V13,16312269478.34928
2025,V13,16278638390.432425
2026,V13,16112815091.531607
2027,V13,16045340061.517206
2028,V13,15960699688.692326
2029,V13,15860923392.933802
2030,V13,15745149526.081516
2031,V13,15613815330.749887
2032,V13,15467194343.329943
2033,V13,15226702772.71047
2034,V13,15051819730.373549
2035,V13,14863151485.060358
2036,V13,14661282113.738878
2037,V13,14446783658.602571
2038,V13,14220273230.012276
2039,V13,13686718147.53697
2040,V13,13394658080.85508
2041,V13,13157908295.555897
2042,V13,12923814731.310621
2043,V13,12589918252.469057
2044,V13,12363153562.154373
2045,V13,12129178118.79821
2046,V13,11906979823.61722
2047,V13,11688249555.676464
2048,V13,11472479109.126518
2049,V13,11259160517.073002
2050,V13,11048672910.960163
2051,V13,10628420306.398989
2052,V13,10427436883.28627
2053,V13,10229081364.975992
2054,V13,10033361851.477827
2055,V13,9840260076.153915
2056,V13,9649768004.839888
2057,V13,9461880870.933895
2058,V13,9152042205.174278
2059,V13,8971763607.934124
2060,V13,8794054149.60064
2061,V13,8618675444.479328
2062,V13,8446013040.180845
2063,V13,8078455640.854285
2064,V13,7815259332.554322
2014,V14,15923170600
2015,V14,16058092464.22324
2016,V14,16177946091.45153
2017,V14,16282342506.628777
2018,V14,16370993921.968637
2019,V14,16443586153.954271
2020,V14,16499327500.86473
2021,V14,16539098611.877548
2022,V14,16562334936.89991
2023,V14,16568710834.115047
2024,V14,16558558910.75465
2025,V14,16514625320.784443
2026,V14,16471130985.00503
2027,V14,16410281262.948599
2028,V14,16333944274.584675
2029,V14,16241485824.792337
2030,V14,16133109358.016787
2031,V14,15922199301.099573
2032,V14,15783848356.715519
2033,V14,15630742896.034473
2034,V14,15134910836.905602
2035,V14,14957562048.663334
2036,V14,14767036231.076666
2037,V14,14564160094.858984
2038,V14,14349389164.321707
2039,V14,13833064816.120201
2040,V14,13600667082.170631
2041,V14,13358912324.950136
2042,V14,13118424029.3473
2043,V14,12880684374.365671
2044,V14,12645650010.866398
2045,V14,12413446098.1854
2046,V14,12184020238.442997
2047,V14,11882177234.171242
2048,V14,11659641374.839258
2049,V14,11439947963.095354
2050,V14,11222904258.169218
2051,V14,10840406829.007986
2052,V14,10632245262.690317
2053,V14,10426795369.290693
2054,V14,10223880111.58434
2055,V14,10023875030.908651
2056,V14,9826553638.75677
2057,V14,9631961814.63032
2058,V14,9440067056.928825
2059,V14,9250862032.53837
2060,V14,9064315051.148996
2061,V14,8880464697.454771
2062,V14,8699231181.08816
2063,V14,8516786827.27316
2064,V14,8340974463.704226
2014,V15,15923170600
2015,V15,16058340886.364887
2016,V15,16178638473.01903
2017,V15,16166571293.866535
2018,V15,16255598239.835989
2019,V15,16328468230.40451
2020,V15,16385910800.101246
2021,V15,16427332071.50972
2022,V15,16452536297.000937
2023,V15,16461432397.695942
2024,V15,16453830019.338757
2025,V15,16283170526.767271
2026,V15,16243417682.029167
2027,V15,16187502994.53525
2028,V15,16115838461.461548
2029,V15,16028476343.769691
2030,V15,15925664924.258001
2031,V15,15807689657.667814
2032,V15,15266946475.135557
2033,V15,15123465814.37026
2034,V15,14966354334.708002
2035,V15,14573609198.07206
2036,V15,14393244359.146633
2037,V15,14200798091.375574
2038,V15,13996796494.044226
2039,V15,13716120010.526314
2040,V15,13491827936.901196
2041,V15,13257831065.02507
2042,V15,13024457961.641825
2043,V15,12793839849.021978
2044,V15,12296337483.071304
2045,V15,12076010882.858156
2046,V15,11858355977.85575
2047,V15,11643370205.269154
2048,V15,11431050919.666773
2049,V15,11221394677.487955
2050,V15,11014397252.88466
2051,V15,10809728682.746302
2052,V15,10607947745.846447
2053,V15,10408892490.86801
2054,V15,10212400988.048534
2055,V15,10018617186.735535
2056,V15,9827179553.725601
2057,V15,9638440849.63518
2058,V15,9378427744.094715
2059,V15,9137886275.316103
2060,V15,8944282541.05723
2061,V15,8768887468.390879
2062,V15,8596002374.527718
2063,V15,8425602416.543149
2064,V15,8257588058.141278
2014,V16,15923170600
2015,V16,16054916452.601625
2016,V16,16055667688.179438
2017,V16,16149671491.682253
2018,V16,16224678811.43902
2019,V16,16280455174.475796
2020,V16,16316684216.735315
2021,V16,16333322336.713476
2022,V16,16076008927.717901
2023,V16,16052849069.98832
2024,V16,15810703694.39118
2025,V16,15700824631.78774
2026,V16,15621921369.561481
2027,V16,15524527347.38838
2028,V16,15408970483.793571
2029,V16,15084787915.677198
2030,V16,14936021160.196192
2031,V16,14762888263.864826
2032,V16,14581601740.906256
2033,V16,14384693024.37741
2034,V16,14172877463.605644
2035,V16,13947430871.330544
2036,V16,13708335674.498266
2037,V16,13457235139.618235
2038,V16,13208569106.895948
2039,V16,12962399582.009
2040,V16,12718745603.648237
2041,V16,12449017565.154354
2042,V16,12210910061.922642
2043,V16,11975491342.912859
2044,V16,11652735449.479269
2045,V16,11424384397.351406
2046,V16,11198681737.894743
