years,sim_number,value
2018,V98,16087294040.152182
2019,V98,16149367008.473806
2020,V98,16194033396.53986
2021,V98,16220749802.681736
2022,V98,16229359031.120771
2023,V98,16218974123.540611
2024,V98,16058706341.457117
2025,V98,16013271531.578182
2026,V98,15908968879.365793
2027,V98,15828381524.194418
2028,V98,15730509374.72201
2029,V98,15615639733.85428
2030,V98,15350839284.689468
2031,V98,15172552168.638676
2032,V98,15010741303.451427
2033,V98,14833928989.336706
2034,V98,14222083800.12514
2035,V98,14022703628.479145
2036,V98,13810463721.155676
2037,V98,13585982051.390755
2038,V98,13349946300.21738
2039,V98,13007496341.491161
2040,V98,12752399745.684387
2041,V98,12497517877.099964
2042,V98,12007665526.848406
2043,V98,11763122832.769897
2044,V98,11521167454.947008
2045,V98,11217402853.580336
2046,V98,10982310565.425755
2047,V98,10749974805.905376
2048,V98,10520434200.792233
2049,V98,10091315837.28033
2050,V98,9871838990.68391
2051,V98,9655195487.256958
2052,V98,9441406699.089787
2053,V98,9230337269.631207
2054,V98,9022305299.405704
2055,V98,8817186554.641296
2056,V98,8614967508.5072155
2057,V98,8415703370.836509
2058,V98,8219379639.843545
2059,V98,8026024325.3222885
2060,V98,7835624961.464672
2061,V98,7648012947.606444
2062,V98,7463568960.166255
2063,V98,7219806538.078494
2064,V98,7042838714.0859165
2014,V99,15923170600
2015,V99,16055478677.835377
2016,V99,16169935710.60878
2017,V99,16265559029.067305
2018,V99,15965046346.362293
2019,V99,16022611517.74217
2020,V99,16061715916.19019
2021,V99,16081562557.288984
2022,V99,16083060466.986698
2023,V99,15784678869.505827
2024,V99,15749086261.277714
2025,V99,15695054658.88508
2026,V99,15622818577.287983
2027,V99,15532569896.554209
2028,V99,15424336492.760376
2029,V99,15299042231.854475
2030,V99,15156620373.040112
2031,V99,14997433927.171505
2032,V99,14822803627.421455
2033,V99,14555921804.182804
2034,V99,14351968895.399862
2035,V99,14134319006.775377
2036,V99,13903380141.90255
2037,V99,13659745855.761215
2038,V99,13404462667.634645
2039,V99,13120939944.11332
2040,V99,12862512275.635532
2041,V99,12606314558.402906
2042,V99,12353120414.081621
2043,V99,12102568515.961515
2044,V99,11854584853.702555
2045,V99,11609483487.129187
2046,V99,11171696018.964523
2047,V99,10936454421.978294
2048,V99,10703836863.74595
2049,V99,10474284349.320408
2050,V99,10247526552.018278
2051,V99,10023774844.215609
2052,V99,9802959625.725649
2053,V99,9584999843.688679
2054,V99,9369921091.206106
2055,V99,9158020822.414354
2056,V99,8827949855.273169
2057,V99,8624894932.493086
2058,V99,8302775112.166844
2059,V99,8108479893.88213
2060,V99,7917243828.38251
2061,V99,7728978547.477054
2062,V99,7543682193.733465
2063,V99,7361366241.099403
2064,V99,7182018100.770586
2014,V100,15923170600
2015,V100,16059854754.812271
2016,V100,16183398478.144691
2017,V100,16293135272.571798
2018,V100,16389287357.83357
2019,V100,16204305441.638231
2020,V100,16271044872.823912
2021,V100,16323512196.428627
2022,V100,16361482884.755127
2023,V100,16110681723.569351
2024,V100,16118199586.054024
2025,V100,15878221899.7406
2026,V100,15858434557.258923
2027,V100,15824458428.801577
2028,V100,15776451688.834925
2029,V100,15714451316.840899
2030,V100,15638679576.666845
2031,V100,15549001433.525988
2032,V100,15446196963.254265
2033,V100,15329880172.797417
2034,V100,15201140583.727024
2035,V100,14760813201.616028
2036,V100,14445749527.189007
2037,V100,14285689544.790735
2038,V100,13886227122.135418
2039,V100,13707536975.367035
2040,V100,13518872075.359615
2041,V100,13320644015.870304
2042,V100,13113504273.166157
2043,V100,12897719704.925625
2044,V100,12674094371.702229
2045,V100,12384494562.95631
2046,V100,12147611706.926363
2047,V100,11862754718.423925
2048,V100,11614637972.010977
2049,V100,11361331834.847826
2050,V100,11018048484.675598
2051,V100,10756446202.45038
2052,V100,10504992070.751421
2053,V100,10257001843.913326
2054,V100,10012507675.003288
2055,V100,9771539457.865454
2056,V100,9500746382.59068
2057,V100,9267724357.02912
2058,V100,9038270910.610605
2059,V100,8812417089.186075
2060,V100,8573756097.832843
2061,V100,8355586589.722301
2062,V100,8141043050.20542
2063,V100,7892548504.178021
2064,V100,7686269335.351238
2014,V101,15923170600
2015,V101,16055492451.121809
2016,V101,16170356736.686596
2017,V101,16267502653.993582
2018,V101,16346365624.205671
2019,V101,16406588495.983997
2020,V101,16295333015.446774
2021,V101,16317579607.329185
2022,V101,16321086749.234522
2023,V101,16305673159.826908
2024,V101,16028257987.136179
2025,V101,15975598114.983503
2026,V101,15879378221.465424
2027,V101,15790136835.951454
2028,V101,15683760924.17455
2029,V101,15559965766.692373
2030,V101,15419123006.902636
2031,V101,15261675226.022488
2032,V101,15088072286.046444
2033,V101,14899053371.99125
2034,V101,14695156379.24363
2035,V101,14477026820.58522
2036,V101,13953551619.922106
2037,V101,13714099483.065725
2038,V101,13428428238.075735
2039,V101,13166879294.798592
2040,V101,12897761223.520748
2041,V101,12631269370.780512
2042,V101,12367518462.940386
2043,V101,12106686670.077473
2044,V101,11848686746.94821
2045,V101,11593539161.85048
2046,V101,11341315281.834053
2047,V101,11091897050.122568
2048,V101,10845634675.599218
2049,V101,10602175797.753387
2050,V101,10361519895.567799
2051,V101,10124573112.265406
2052,V101,9890804151.025124
2053,V101,9659860542.703644
2054,V101,9432525870.985434
2055,V101,9208444036.705307
2056,V101,8987638133.291319
2057,V101,8770128525.562328
2058,V101,8555924742.941331
2059,V101,8345040081.982106
2060,V101,8137515618.739299
2061,V101,7789944764.376475
2062,V101,7541832177.174394
2063,V101,7349251293.90595
2064,V101,7159937862.796801
2014,V102,15923170600
2015,V102,16055219013.248835
2016,V102,16168998708.42374
2017,V102,16264573244.002197
2018,V102,16341387208.813295
2019,V102,16399045313.300272
2020,V102,16437463877.943302
2021,V102,16456391573.31115
2022,V102,16455505681.544142
2023,V102,16435295616.739359
2024,V102,16395565587.609549
2025,V102,16336420500.290356
2026,V102,15890346339.923388
2027,V102,15795127761.408094
2028,V102,15681673070.74144
2029,V102,15550398693.11097
2030,V102,15401451808.321777
2031,V102,15235921112.626577
2032,V102,14773288485.875658
2033,V102,14579338552.313566
2034,V102,14370597559.352554
2035,V102,14147731270.15751
2036,V102,13748254259.932724
2037,V102,13509519101.801498
2038,V102,13272998464.221247
2039,V102,13039357439.88038
2040,V102,12808278198.31273
2041,V102,12579796635.053492
2042,V102,12353821321.048885
2043,V102,12130519859.084494
2044,V102,11909462616.656471
2045,V102,11691245820.657421
2046,V102,11475659914.16352
2047,V102,11262794216.902952
2048,V102,11052429484.952408
2049,V102,10780457188.336897
2050,V102,10576639627.368454
2051,V102,10374520922.548449
2052,V102,10175935988.72881
2053,V102,9979910365.431084
2054,V102,9786495555.183828
2055,V102,9391120903.136208
2056,V102,9200037893.00211
2057,V102,9018327988.732079
2058,V102,8838955788.029352
2059,V102,8662390839.653347
2060,V102,8488354546.444637
2061,V102,8316824332.55292
2062,V102,8147763453.420414
2063,V102,7980871446.129172
2064,V102,7816422304.370667
2014,V103,15923170600
2015,V103,16055632066.95783
2016,V103,16096292535.68677
2017,V103,16194264493.395927
2018,V103,16274259629.646566
2019,V103,16164806293.010437
2020,V103,16208285250.560196
2021,V103,16233595844.5756
2022,V103,16240575826.650747
2023,V103,16229180774.73388
2024,V103,15887196632.250648
2025,V103,15840093231.731342
2026,V103,15774774788.506138
2027,V103,15691275030.358442
2028,V103,15333756556.895859
2029,V103,15218886562.318039
2030,V103,15087648087.646807
2031,V103,14940475033.067154
2032,V103,14690917766.659039
2033,V103,14212035602.270607
2034,V103,14025156201.581451
2035,V103,13824863109.29764
2036,V103,13611773871.970688
2037,V103,13386577786.7437
2038,V103,13149944818.036333
2039,V103,12902628052.702967
2040,V103,12648129497.375788
2041,V103,12396003429.284569
2042,V103,12146543036.834389
2043,V103,11899714917.718815
2044,V103,11655685497.105574
2045,V103,11414277830.657042
2046,V103,11175744006.723284
2047,V103,10940009619.446585
2048,V103,10707105083.605062
2049,V103,10477068353.188663
2050,V103,10249925064.27884
2051,V103,10025686318.684977
2052,V103,9746660754.991625
2053,V103,9446775565.713013
2054,V103,9234579835.045912
2055,V103,9025320479.817884
2056,V103,8819061787.664259
2057,V103,8615792235.469534
2058,V103,8415515000.345354
2059,V103,8218255459.608148
2060,V103,8024012607.086316
2061,V103,7832779922.6141615
2062,V103,7644567959.913734
2063,V103,7420328743.445127
2064,V103,7239141160.538118
2014,V104,15923170600
2015,V104,16058468291.298578
2016,V104,16178494065.895199
2017,V104,16284056227.139515
2018,V104,16374253886.857794
2019,V104,16300351866.987669
2020,V104,16358496692.7231
2021,V104,16400705261.715801
2022,V104,16426867071.741308
2023,V104,16436855688.745138
2024,V104,16430655194.528728
2025,V104,16408177315.206572
2026,V104,16369639605.054443
2027,V104,16315026421.478016
2028,V104,16244509842.631916
2029,V104,16158291133.632212
2030,V104,16056598968.397627
2031,V104,15938842028.07178
2032,V104,15607387523.83888
2033,V104,15463012446.400274
2034,V104,15058853792.79676
2035,V104,14889857936.500393
2036,V104,14708060483.794966
2037,V104,14513987106.811308
2038,V104,14308175166.122505
2039,V104,13801750762.727505
2040,V104,13578801507.62787
2041,V104,13346058200.399519
2042,V104,13104172889.906013
2043,V104,12853729044.978304
2044,V104,12604965572.950172
2045,V104,12194007132.11478
2046,V104,11954170914.023794
2047,V104,11717165559.048311
2048,V104,11482859666.815672
2049,V104,11227794170.24558
2050,V104,10999839004.104841
2051,V104,10774690603.095676
2052,V104,10552609925.00911
2053,V104,10333460194.994705
2054,V104,10117238191.362118
2055,V104,9903894463.954393
2056,V104,9693548996.741161
2057,V104,9485928367.060574
2058,V104,9281144987.609829
2059,V104,9079651558.786055
2060,V104,8881106093.758402
2061,V104,8685506977.053814
2062,V104,8492482024.440362
2063,V104,8302472679.846172
2064,V104,8115704426.07923
2014,V105,15923170600
2015,V105,16055744589.853207
2016,V105,16170496715.672619
2017,V105,16267686298.514723
2018,V105,16346662757.77092
2019,V105,16407109282.742445
2020,V105,16448796039.007252
2021,V105,16471557192.397043
2022,V105,16460902685.45026
2023,V105,16445441887.015184
2024,V105,16411111994.192377
2025,V105,16357858697.77354
2026,V105,16201087480.387337
2027,V105,16110895931.678274
2028,V105,16002147140.209726
2029,V105,15876015572.512743
2030,V105,15732664906.095657
2031,V105,15572253568.870794
2032,V105,15395610994.965712
2033,V105,15203111339.388546
2034,V105,14995423693.94732
2035,V105,14773254804.906778
2036,V105,14475787335.993134
2037,V105,14227675979.289062
2038,V105,13967485989.391579
2039,V105,13697070863.360025
2040,V105,13429352945.646545
2041,V105,13164334060.42589
2042,V105,12871838312.413532
2043,V105,12612925249.258348
2044,V105,12356879042.912848
2045,V105,12103523626.328068
2046,V105,11853186435.791254
2047,V105,11605669138.39723
2048,V105,11361312082.067062
2049,V105,11119941808.298595
2050,V105,10657486745.503233
2051,V105,10427061477.397621
2052,V105,10199633004.0777
2053,V105,9975253523.186481
2054,V105,9753724272.837225
2055,V105,9535414231.423344
2056,V105,9320246505.893791
2057,V105,9108137902.451042
2058,V105,8859064100.301798
2059,V105,8654151139.522345
2060,V105,8452345122.659967
2061,V105,8253196111.567179
2062,V105,8057457555.797446
2063,V105,7864976321.367376
2064,V105,7675637595.471326
2014,V106,15923170600
2015,V106,16055137866.652956
2016,V106,16168704373.50013
2017,V106,16211386205.55905
2018,V106,16287991183.210787
2019,V106,16345575532.062328
2020,V106,16383932660.460318
2021,V106,16402779889.286722
2022,V106,16402253236.034027
2023,V106,16234187822.929249
2024,V106,16195049600.678717
2025,V106,16136590963.634604
2026,V106,16059299372.088184
2027,V106,15963265988.677881
2028,V106,15848835862.234282
2029,V106,15716375845.75793
2030,V106,15566231493.628384
2031,V106,15341338788.031696
2032,V106,15158380602.527477
2033,V106,14959377168.422655
2034,V106,14745376135.246616
2035,V106,14516896859.975647
2036,V106,14185128438.82263
2037,V106,13816855435.892504
2038,V106,13561120015.936722
2039,V106,13307758531.023336
2040,V106,13056683923.468128
2041,V106,12808722648.3853
2042,V106,12563406403.5999
2043,V106,12061329438.916513
2044,V106,11826425977.036568
2045,V106,11593700111.58546
2046,V106,11364181343.315342
2047,V106,11116208574.738592
2048,V106,10892521788.45838
2049,V106,10671618382.201344
2050,V106,10453031314.462473
2051,V106,10237453106.880835
2052,V106,9816374364.892908
2053,V106,9610968170.187849
2054,V106,9408165751.5395
2055,V106,9208269141.698584
2056,V106,9011135914.682047
2057,V106,8816711117.358122
2058,V106,8527746707.584342
2059,V106,8341059736.432379
2060,V106,8156818689.90426
2061,V106,7975167212.757359
2062,V106,7650060052.970787
2063,V106,7477656129.69468
2064,V106,7307511015.016066
2014,V107,15923170600
2015,V107,16055659973.732391
2016,V107,16065189745.914373
2017,V107,16093631586.309423
2018,V107,16171396922.449768
2019,V107,16230765675.171947
2020,V107,15920270951.727882
2021,V107,15941630518.242254
2022,V107,15943977068.411377
2023,V107,15927650782.02829
2024,V107,15893503138.901373
2025,V107,15840982089.449072
2026,V107,15568421498.891506
2027,V107,15480660545.610352
2028,V107,15375550730.190706
2029,V107,15253251097.760147
2030,V107,15114226713.491201
2031,V107,14896468534.657982
2032,V107,14456327425.277905
2033,V107,14273994808.308924
2034,V107,14077531398.824978
2035,V107,13572299325.320896
2036,V107,13347845565.822384
2037,V107,13117572870.627607
2038,V107,12880082535.320185
2039,V107,12645032624.243793
2040,V107,12412050552.88812
2041,V107,12063289436.490732
2042,V107,11837909625.828548
2043,V107,11615026314.38382
2044,V107,11339417211.843119
2045,V107,11122661784.702991
2046,V107,10761243744.18965
2047,V107,10552174345.254541
2048,V107,10336467489.935514
2049,V107,10132184895.687305
2050,V107,9931172598.578663
2051,V107,9732729856.499071
2052,V107,9536846661.721401
2053,V107,9343534385.793465
2054,V107,9152791790.75767
2055,V107,8964621857.595947
2056,V107,8779023112.696882
2057,V107,8595971057.775198
2058,V107,8415409262.507574
2059,V107,8237534166.37307
2060,V107,8062229884.920333
2061,V107,7889491855.321435
2062,V107,7718906946.217047
2063,V107,7415881539.0902605
2064,V107,7253785764.14908
2014,V108,15923170600
2015,V108,16059168930.827332
2016,V108,15843905314.305262
2017,V108,15897523727.990688
2018,V108,15988398316.210854
2019,V108,16064748816.452255
2020,V108,16126349466.20282
2021,V108,16005156129.066137
2022,V108,16036123485.064577
2023,V108,16052297110.42762
2024,V108,15944136702.705545
2025,V108,15929803392.471064
2026,V108,15900887791.190105
2027,V108,15857077431.157156
2028,V108,15798439230.415174
2029,V108,15725160742.01361
2030,V108,15636805731.944653
2031,V108,15534841575.040087
2032,V108,15418917942.123714
2033,V108,15289173961.545368
2034,V108,15146296072.640852
2035,V108,14990494406.234743
2036,V108,14822107796.797304
2037,V108,14641735702.099825
2038,V108,14449349094.588795
2039,V108,14246274003.31403
2040,V108,14032675355.389738
2041,V108,13534853124.808819
2042,V108,13306397861.1163
2043,V108,13069179434.66775
2044,V108,12833391799.399416
2045,V108,12555014571.444817
2046,V108,12325988788.614813
2047,V108,11997440553.194736
2048,V108,11775886634.6659
2049,V108,11557103543.141674
2050,V108,11340983627.113308
2051,V108,11127728103.75153
2052,V108,10917230402.14906
2053,V108,10709462183.509504
2054,V108,10504112162.066101
2055,V108,10155437904.475544
2056,V108,9958758599.27551
2057,V108,9764758492.965736
2058,V108,9573357156.269207
2059,V108,9197139660.780825
2060,V108,8862634984.327904
2061,V108,8685999554.704985
2062,V108,8511915756.038492
2063,V108,8340363556.357553
2064,V108,8171316797.199196
2014,V109,15923170600
2015,V109,15888212602.96658
2016,V109,15830714100.053774
2017,V109,15897516309.940617
2018,V109,15754565351.646168
2019,V109,15805353313.995543
2020,V109,15859877540.405449
2021,V109,15900091753.404388
2022,V109,15662471578.512463
2023,V109,15559791653.88238
2024,V109,15552917187.934912
2025,V109,15530609987.572264
2026,V109,15492374516.9788
2027,V109,15439402781.689854
2028,V109,15371267186.262503
2029,V109,15195522417.453255
2030,V109,15098012825.532108
2031,V109,14890867621.032833
2032,V109,14766059022.945028
2033,V109,14470787676.409437
2034,V109,14320756288.369213
2035,V109,14158087434.397985
2036,V109,13948853980.88169
2037,V109,13762459268.571945
2038,V109,13565152768.151258
2039,V109,13357068065.314516
2040,V109,13040605910.250166
2041,V109,12813632857.406017
2042,V109,12588290486.81308
2043,V109,12365024930.812351
2044,V109,12144967975.668076
2045,V109,11927562554.436045
2046,V109,11712776501.319408
2047,V109,11343165556.77317
2048,V109,11086036013.939484
2049,V109,10882928764.511772
2050,V109,10682392779.398468
2051,V109,10268241122.892998
2052,V109,10076877159.49966
2053,V109,9842923031.659029
2054,V109,9657228036.585676
2055,V109,9457587985.991087
2056,V109,9277347251.977959
2057,V109,9099565156.570757
2058,V109,8924239556.559116
2059,V109,8751352325.726929
2060,V109,8507027007.27837
2061,V109,8340434231.8094015
2062,V109,8176226726.741878
2063,V109,8014392318.695793
2064,V109,7854916829.150631
2014,V110,15923170600
2015,V110,16057316025.286861
2016,V110,16175411687.873768
2017,V110,16277470826.82538
2018,V110,16362955893.056177
2019,V110,16431552834.399286
2020,V110,16483085094.600798
2021,V110,16517103228.850044
2022,V110,16533960798.014404
2023,V110,16277171075.143959
2024,V110,16258741632.606987
2025,V110,16082043879.656609
2026,V110,15922080772.71087
2027,V110,15854120594.203602
2028,V110,15769665546.6962
2029,V110,15668935880.975277
2030,V110,15552321083.420036
2031,V110,15420105282.1201
2032,V110,15272728066.221199
2033,V110,15110608208.228214
2034,V110,14934181658.799726
2035,V110,14714121586.83897
2036,V110,14511238327.895407
2037,V110,14295802763.4557
2038,V110,14068443736.698072
2039,V110,13829814109.888647
2040,V110,13591455323.740366
2041,V110,13355872556.07695
2042,V110,13123025278.471882
2043,V110,12892756143.047752
2044,V110,12665272904.493923
2045,V110,12440378059.294529
2046,V110,12218334124.080439
2047,V110,11999240215.469793
2048,V110,11782402689.90546
2049,V110,11299764718.662895
2050,V110,11093750710.55444
2051,V110,10890396554.255957
2052,V110,10689683817.643047
2053,V110,10472358837.95661
2054,V110,10276925770.242569
2055,V110,10084444509.79422
2056,V110,9788171915.047903
2057,V110,9602882930.001604
2058,V110,9249662279.554665
2059,V110,9072054890.859785
2060,V110,8895382393.785755
2061,V110,8719442285.043713
2062,V110,8544244092.857294
2063,V110,8237536176.416058
2064,V110,8067078521.915251
2014,V111,15923170600
2015,V111,15880926600.680233
2016,V111,15905584061.687851
2017,V111,16012289989.206963
2018,V111,16104946910.243637
2019,V111,16182174964.989603
2020,V111,16245935124.68982
2021,V111,16153369553.357374
2022,V111,16187171669.849464
2023,V111,16081055637.473677
2024,V111,16027794241.264307
2025,V111,15936108730.646753
2026,V111,15910321545.743725
2027,V111,15870111126.9891
2028,V111,15815356890.163616
2029,V111,15661138888.831587
2030,V111,15578170524.164444
2031,V111,15481250791.423124
2032,V111,15370571862.568085
2033,V111,15246545437.86086
2034,V111,15108898428.685827
2035,V111,14958355991.299915
2036,V111,14795875470.816153
2037,V111,14621048327.377253
2038,V111,14435536198.581024
2039,V111,14239042490.377865
2040,V111,14032057431.602242
2041,V111,13815130533.314688
2042,V111,13588352675.168634
2043,V111,13353177155.383602
2044,V111,13109738850.355513
2045,V111,12867004297.017838
2046,V111,12627135406.954214
2047,V111,12390160320.662254
2048,V111,12156020467.150423
2049,V111,11924750419.807281
2050,V111,11696231361.538475
2051,V111,11470895847.674809
2052,V111,11248449284.964571
2053,V111,11028758053.612389
2054,V111,10812091671.51011
2055,V111,10598259372.751587
2056,V111,10332536658.344858
2057,V111,9955415199.710775
2058,V111,9754905946.971909
2059,V111,9557198316.03753
2060,V111,9362296122.133493
2061,V111,9170215505.32387
2062,V111,8980921097.061697
2063,V111,8794424803.31552
2064,V111,8610699163.580288
2014,V112,15923170600
2015,V112,15889719630.080082
2016,V112,16007524338.13308
2017,V112,16042550294.302364
2018,V112,16128286685.7552
2019,V112,16197845087.42339
2020,V112,16250954749.94391
2021,V112,16287434901.028524
2022,V112,16307069065.68946
2023,V112,15990487586.38396
2024,V112,15976780073.678818
2025,V112,15946564162.832396
2026,V112,15670852649.321234
2027,V112,15535355716.798353
2028,V112,15457687462.058405
2029,V112,15364519672.538939
2030,V112,15038571089.218216
2031,V112,14916795735.307802
2032,V112,14751733163.335443
2033,V112,14601309813.117422
2034,V112,14437769803.715572
2035,V112,14261161290.013906
2036,V112,14071943186.741785
2037,V112,13870597214.64535
2038,V112,13656935357.193645
2039,V112,13433125144.16856
2040,V112,13199297748.261486
2041,V112,12691788344.78321
2042,V112,12446934066.483309
2043,V112,12204725945.333158
2044,V112,11711460816.792873
2045,V112,11479681943.279573
2046,V112,11250582860.038395
2047,V112,11024186659.330555
2048,V112,10800514629.1914
2049,V112,10579398639.160948
2050,V112,10360986197.686787
2051,V112,10145605698.931204
2052,V112,9933006599.18453
2053,V112,9723206804.748732
2054,V112,9516180224.607765
2055,V112,9312036984.939978
2056,V112,9110725922.58166
2057,V112,8912238868.841066
2058,V112,8716609340.329071
2059,V112,8523825787.138846
2060,V112,8333868551.030957
2061,V112,8019774973.606387
2062,V112,7838291575.94557
2063,V112,7659724430.63728
2064,V112,7483773859.044796
2014,V113,15923170600
2015,V113,16052363937.089134
2016,V113,16160687318.344223
2017,V113,16247614082.769495
2018,V113,16312346417.809008
2019,V113,16355488893.528065
2020,V113,16376360484.774391
2021,V113,16374907380.571918
2022,V113,16351011674.560326
2023,V113,16304845000.043665
2024,V113,16236496646.899864
2025,V113,16146207683.457336
2026,V113,16034381001.567465
2027,V113,15901400572.837929
2028,V113,15747559726.30334
2029,V113,15573900283.17324
2030,V113,15380860595.456284
2031,V113,15168912727.869043
2032,V113,14939315249.252863
2033,V113,14692850740.361006
2034,V113,14430341037.17453
2035,V113,14084834691.969435
2036,V113,13818873438.979538
2037,V113,13555234969.91843
2038,V113,13294045997.932856
2039,V113,13035202562.469246
2040,V113,12778981206.606754
2041,V113,12524929885.740065
2042,V113,12273808212.10209
2043,V113,12024574606.361345
2044,V113,11778966063.942915
2045,V113,11536102726.125305
2046,V113,11296022189.324177
2047,V113,11058683930.767479
2048,V113,10824056118.74984
2049,V113,10592116785.28807
2050,V113,10363511321.5844
2051,V113,10137780613.138512
2052,V113,9915070918.052723
2053,V113,9631349808.790016
2054,V113,9416050865.599054
2055,V113,9203748894.95843
2056,V113,8994430289.607124
2057,V113,8657701033.250208
2058,V113,8457488719.95436
2059,V113,8260267126.615974
2060,V113,8065730911.850208
2061,V113,7874351739.328522
2062,V113,7686180610.312977
2063,V113,7501022103.37554
2064,V113,7318876934.523644
2014,V114,15923170600
2015,V114,15746600346.169703
2016,V114,15856204760.00688
2017,V114,15946574573.158478
2018,V114,16017288741.633417
2019,V114,16004141295.512455
2020,V114,16034787136.720736
2021,V114,16045268521.977448
2022,V114,16035520348.096666
2023,V114,16005570225.332808
2024,V114,15939214115.320864
2025,V114,15869156864.120045
2026,V114,15779253950.671242
2027,V114,15670180646.296751
2028,V114,15542098411.674768
2029,V114,15258942543.876703
2030,V114,15095733117.947977
2031,V114,14914976831.540997
2032,V114,14717775008.439445
2033,V114,14504668680.87862
2034,V114,14276355055.345762
2035,V114,14033029850.825006
2036,V114,13792023988.589687
2037,V114,13553554083.269003
2038,V114,13234969783.540861
2039,V114,12886838586.385065
2040,V114,12659580518.122606
2041,V114,12434860900.739237
2042,V114,12212690085.697678
2043,V114,11956540162.689236
2044,V114,11740047781.062063
2045,V114,11475370794.09853
2046,V114,11265073571.004992
2047,V114,11002935959.505903
2048,V114,10798761973.216522
2049,V114,10597114864.170086
2050,V114,10398030319.976057
2051,V114,10201485285.413364
2052,V114,10007483337.1683
2053,V114,9815341514.610956
2054,V114,9626404683.341345
2055,V114,9440012008.511305
2056,V114,9165196720.693607
2057,V114,8985540097.280785
2058,V114,8655903335.542381
2059,V114,8484261699.42521
2060,V114,8315049247.389859
2061,V114,8148302331.996413
2062,V114,7983959483.360874
2063,V114,7821943801.9001055
2064,V114,7662382698.894487
2014,V115,15923170600
2015,V115,16056863396.949028
2016,V115,16174091722.206938
2017,V115,16273990198.178646
2018,V115,16357552206.645992
2019,V115,16423470968.53584
2020,V115,16472105682.071138
2021,V115,16503000728.17975
2022,V115,16516019033.383833
2023,V115,16511098772.738781
2024,V115,16488232563.908123
2025,V115,16447452344.418966
2026,V115,16388072767.761818
2027,V115,16311918174.612982
2028,V115,16158003195.78932
2029,V115,16047387479.065151
2030,V115,15920529988.435362
2031,V115,15777245369.869831
2032,V115,15618217601.648052
2033,V115,15443792803.722282
2034,V115,15254570388.4329
2035,V115,14980576383.029013
2036,V115,14764471097.363148
2037,V115,14535437946.419044
2038,V115,14294161228.67415
2039,V115,14041334674.664576
2040,V115,13777739929.911469
2041,V115,13512727031.272959
2042,V115,13216174140.208689
2043,V115,12957817085.424326
2044,V115,12702251618.1476
2045,V115,12387417834.461224
2046,V115,12138990681.699806
2047,V115,11893453375.597208
2048,V115,11650792922.561008
2049,V115,11410968532.590487
2050,V115,11174336346.676119
2051,V115,10940768340.599361
2052,V115,10710246132.439182
2053,V115,10482744590.051662
2054,V115,10258037751.764664
2055,V115,10036693593.802956
2056,V115,9818416655.557726
2057,V115,9580275181.356428
2058,V115,9176268032.567152
2059,V115,8971208659.176558
2060,V115,8769986866.369537
2061,V115,8571597083.6557255
2062,V115,8376485439.040001
2063,V115,8184401139.451561
2064,V115,7995334877.037496
2014,V116,15923170600
2015,V116,16059335907.491623
2016,V116,16181541177.123873
2017,V116,16289770491.79245
2018,V116,16052900935.140816
2019,V116,15797579798.94841
2020,V116,15858665643.420034
2021,V116,15905615367.081123
2022,V116,15765620248.570444
2023,V116,15782955956.64322
2024,V116,15471953560.4982
2025,V116,15294733797.078764
2026,V116,15268811709.540422
2027,V116,15228711030.22349
2028,V116,15174523752.461235
2029,V116,15105908584.620548
2030,V116,14970034662.528564
2031,V116,14874435202.697805
2032,V116,14528259424.910707
2033,V116,14408907352.98628
2034,V116,14064041691.275745
2035,V116,13922271528.937521
2036,V116,13768992979.99674
2037,V116,13604505116.729174
2038,V116,13429380517.735626
2039,V116,13243983087.628046
2040,V116,13048826430.429115
2041,V116,12844169764.59447
2042,V116,12630938223.651337
2043,V116,12409518854.303381
2044,V116,11923035597.67839
2045,V116,11691813673.16403
2046,V116,11456384512.297262
2047,V116,11223751177.783106
2048,V116,10993914705.494621
2049,V116,10766897222.951921
2050,V116,10542616247.31039
2051,V116,10321195241.93084
2052,V116,10102743836.394032
2053,V116,9784891599.18377
2054,V116,9574439918.332855
2055,V116,9366860399.458242
2056,V116,9142096839.359451
2057,V116,8940761490.785759
2058,V116,8684875957.233892
2059,V116,8490273232.511953
2060,V116,8298912195.928504
2061,V116,8078582500.87868
2062,V116,7893733804.009426
2063,V116,7711759426.75515
2064,V116,7532652672.24771
2014,V117,15923170600
2015,V117,16054425850.543427
2016,V117,16166684738.015083
2017,V117,16259772136.157215
2018,V117,16333314426.177818
2019,V117,16386909854.199774
2020,V117,16420402414.202673
2021,V117,16433572746.108877
2022,V117,16055554629.677053
2023,V117,16028633020.560518
2024,V117,15981853301.945446
2025,V117,15915030500.640377
2026,V117,15829166548.543217
2027,V117,15724001461.41746
2028,V117,15405402241.786041
2029,V117,15264971051.262068
2030,V117,15106888862.818842
2031,V117,14931734718.591488
2032,V117,14739797434.078238
2033,V117,14532263039.787443
2034,V117,14309718474.393871
2035,V117,14072793927.09147
2036,V117,13822389711.685745
2037,V117,13568389159.377098
2038,V117,13316667279.114931
2039,V117,13066708477.046877
2040,V117,12805107733.010736
2041,V117,12561493023.493221
2042,V117,12320455703.945202
2043,V117,12082059966.591093
2044,V117,11846300135.01468
2045,V117,11510000837.768963
2046,V117,11281679738.261742
2047,V117,11055953050.985836
2048,V117,10832992427.681192
2049,V117,10612798408.56002
2050,V117,10394890853.892809
