Location,Year,Series,Series Code,Permits
Michigan,2002,Total Units,1,49968
Michigan,2003,Total Units,1,53913
Michigan,2004,Total Units,1,54721
Michigan,2005,Total Units,1,45328
Michigan,2006,Total Units,1,29191
Michigan,2007,Total Units,1,17767
Michigan,2008,Total Units,1,10911
Michigan,2009,Total Units,1,6884
Michigan,2010,Total Units,1,9075
Michigan,2011,Total Units,1,9341
Michigan,2012,Total Units,1,11692
Michigan,2013,Total Units,1,15757
Michigan,2014,Total Units,1,15933
Michigan,2015,Total Units,1,18156
Michigan,2016,Total Units,1,20377
Minnesota,1980,Total Units,1,21610
Minnesota,1981,Total Units,1,17545
Minnesota,1982,Total Units,1,19148
Minnesota,1983,Total Units,1,25190
Minnesota,1984,Total Units,1,26603
Minnesota,1985,Total Units,1,28519
Minnesota,1986,Total Units,1,33201
Minnesota,1987,Total Units,1,33362
Minnesota,1988,Total Units,1,28380
Minnesota,1989,Total Units,1,25129
Minnesota,1990,Total Units,1,23713
Minnesota,1991,Total Units,1,21432
Minnesota,1992,Total Units,1,26880
Minnesota,1993,Total Units,1,27666
Minnesota,1994,Total Units,1,25630
Minnesota,1995,Total Units,1,25494
Minnesota,1996,Total Units,1,27054
Minnesota,1997,Total Units,1,24909
Minnesota,1998,Total Units,1,30447
Minnesota,1999,Total Units,1,33344
Minnesota,2000,Total Units,1,33007
Minnesota,2001,Total Units,1,34151
Minnesota,2002,Total Units,1,39172
Minnesota,2003,Total Units,1,42360
Minnesota,2004,Total Units,1,41850
Minnesota,2005,Total Units,1,36522
Minnesota,2006,Total Units,1,26352
Minnesota,2007,Total Units,1,17935
Minnesota,2008,Total Units,1,11555
Minnesota,2009,Total Units,1,9429
Minnesota,2010,Total Units,1,9841
Minnesota,2011,Total Units,1,8894
Minnesota,2012,Total Units,1,16105
Minnesota,2013,Total Units,1,17372
Minnesota,2014,Total Units,1,17002
Minnesota,2015,Total Units,1,19537
Minnesota,2016,Total Units,1,21441
Mississippi,1980,Total Units,1,9658
Mississippi,1981,Total Units,1,5590
Mississippi,1982,Total Units,1,6339
Mississippi,1983,Total Units,1,9973
Mississippi,1984,Total Units,1,11524
Mississippi,1985,Total Units,1,8757
Mississippi,1986,Total Units,1,8289
Mississippi,1987,Total Units,1,6632
Mississippi,1988,Total Units,1,7396
Mississippi,1989,Total Units,1,6643
Mississippi,1990,Total Units,1,5950
Mississippi,1991,Total Units,1,5582
Mississippi,1992,Total Units,1,7200
Mississippi,1993,Total Units,1,8772
Mississippi,1994,Total Units,1,10934
Mississippi,1995,Total Units,1,10754
Mississippi,1996,Total Units,1,10368
Mississippi,1997,Total Units,1,10079
Mississippi,1998,Total Units,1,12879
Mississippi,1999,Total Units,1,12871
Mississippi,2000,Total Units,1,11785
Mississippi,2001,Total Units,1,9908
Mississippi,2002,Total Units,1,11587
Mississippi,2003,Total Units,1,12220
Mississippi,2004,Total Units,1,14532
Mississippi,2005,Total Units,1,13400
Mississippi,2006,Total Units,1,16630
Mississippi,2007,Total Units,1,16844
Mississippi,2008,Total Units,1,11434
Mississippi,2009,Total Units,1,6998
Mississippi,2010,Total Units,1,5259
Mississippi,2011,Total Units,1,5273
Mississippi,2012,Total Units,1,6042
Mississippi,2013,Total Units,1,6834
Mississippi,2014,Total Units,1,6952
Mississippi,2015,Total Units,1,6845
Mississippi,2016,Total Units,1,6886
Missouri,1980,Total Units,1,13677
Missouri,1981,Total Units,1,9903
Missouri,1982,Total Units,1,11652
Missouri,1983,Total Units,1,18725
Missouri,1984,Total Units,1,24772
Missouri,1985,Total Units,1,27237
Missouri,1986,Total Units,1,33194
Missouri,1987,Total Units,1,29072
Missouri,1988,Total Units,1,23482
Missouri,1989,Total Units,1,17979
Missouri,1990,Total Units,1,15294
Missouri,1991,Total Units,1,16673
Missouri,1992,Total Units,1,21288
Missouri,1993,Total Units,1,23194
Missouri,1994,Total Units,1,26390
Missouri,1995,Total Units,1,24291
Missouri,1996,Total Units,1,26303
Missouri,1997,Total Units,1,25177
Missouri,1998,Total Units,1,25673
Missouri,1999,Total Units,1,26881
Missouri,2000,Total Units,1,24358
Missouri,2001,Total Units,1,24739
Missouri,2002,Total Units,1,28816
Missouri,2003,Total Units,1,30330
Missouri,2004,Total Units,1,32791
Missouri,2005,Total Units,1,33149
Missouri,2006,Total Units,1,29226
Missouri,2007,Total Units,1,21648
Missouri,2008,Total Units,1,13278
Missouri,2009,Total Units,1,10057
Missouri,2010,Total Units,1,9700
Missouri,2011,Total Units,1,9244
Missouri,2012,Total Units,1,12298
Missouri,2013,Total Units,1,13913
Missouri,2014,Total Units,1,16232
Missouri,2015,Total Units,1,18342
Missouri,2016,Total Units,1,18992
Montana,1980,Total Units,1,2314
Montana,1981,Total Units,1,1890
Montana,1982,Total Units,1,2022
Montana,1983,Total Units,1,3002
Montana,1984,Total Units,1,2837
Montana,1985,Total Units,1,2034
Montana,1986,Total Units,1,1153
Montana,1987,Total Units,1,798
Montana,1988,Total Units,1,812
Montana,1989,Total Units,1,734
Montana,1990,Total Units,1,1223
Montana,1991,Total Units,1,1571
Montana,1992,Total Units,1,2110
Montana,1993,Total Units,1,3026
Montana,1994,Total Units,1,3025
Montana,1995,Total Units,1,3064
Montana,1996,Total Units,1,2680
Montana,1997,Total Units,1,2473
Montana,1998,Total Units,1,2561
Montana,1999,Total Units,1,2566
Montana,2000,Total Units,1,2572
Montana,2001,Total Units,1,2604
Montana,2002,Total Units,1,3574
Montana,2003,Total Units,1,3767
Montana,2004,Total Units,1,4975
Montana,2005,Total Units,1,4803
Montana,2006,Total Units,1,4542
Montana,2007,Total Units,1,4153
Montana,2008,Total Units,1,2376
Montana,2009,Total Units,1,1686
Montana,2010,Total Units,1,2022
Montana,2011,Total Units,1,1914
Montana,2012,Total Units,1,2736
Montana,2013,Total Units,1,4854
Montana,2014,Total Units,1,3884
Montana,2015,Total Units,1,4826
Montana,2016,Total Units,1,4781
Nebraska,1980,Total Units,1,6737
Nebraska,1981,Total Units,1,3827
Nebraska,1982,Total Units,1,3678
Nebraska,1983,Total Units,1,5531
Nebraska,1984,Total Units,1,5786
Nebraska,1985,Total Units,1,5001
Nebraska,1986,Total Units,1,6236
Nebraska,1987,Total Units,1,4902
Nebraska,1988,Total Units,1,5743
Nebraska,1989,Total Units,1,6041
Nebraska,1990,Total Units,1,6756
Nebraska,1991,Total Units,1,6263
Nebraska,1992,Total Units,1,6810
Nebraska,1993,Total Units,1,7800
Nebraska,1994,Total Units,1,7877
Nebraska,1995,Total Units,1,8164
Nebraska,1996,Total Units,1,10091
Nebraska,1997,Total Units,1,9881
Nebraska,1998,Total Units,1,9560
Nebraska,1999,Total Units,1,8696
Nebraska,2000,Total Units,1,9105
Nebraska,2001,Total Units,1,8198
Nebraska,2002,Total Units,1,9340
Nebraska,2003,Total Units,1,10467
Nebraska,2004,Total Units,1,10920
Nebraska,2005,Total Units,1,9929
Nebraska,2006,Total Units,1,8230
Nebraska,2007,Total Units,1,7604
Nebraska,2008,Total Units,1,6455
Nebraska,2009,Total Units,1,5215
Nebraska,2010,Total Units,1,5450
Nebraska,2011,Total Units,1,5265
Nebraska,2012,Total Units,1,6201
Nebraska,2013,Total Units,1,7633
Nebraska,2014,Total Units,1,7653
Nebraska,2015,Total Units,1,8088
Nebraska,2016,Total Units,1,8075
Nevada,1980,Total Units,1,11759
Nevada,1981,Total Units,1,10273
Nevada,1982,Total Units,1,8142
Nevada,1983,Total Units,1,15987
Nevada,1984,Total Units,1,13749
Nevada,1985,Total Units,1,14004
Nevada,1986,Total Units,1,15655
Nevada,1987,Total Units,1,16345
Nevada,1988,Total Units,1,30769
Nevada,1989,Total Units,1,29253
Nevada,1990,Total Units,1,25096
Nevada,1991,Total Units,1,20986
Nevada,1992,Total Units,1,17284
Nevada,1993,Total Units,1,23323
Nevada,1994,Total Units,1,31071
Nevada,1995,Total Units,1,32804
Nevada,1996,Total Units,1,37242
Nevada,1997,Total Units,1,34811
Nevada,1998,Total Units,1,36999
Nevada,1999,Total Units,1,32643
Nevada,2000,Total Units,1,32285
Nevada,2001,Total Units,1,36125
Nevada,2002,Total Units,1,35615
Nevada,2003,Total Units,1,43366
Nevada,2004,Total Units,1,44556
Nevada,2005,Total Units,1,47728
Nevada,2006,Total Units,1,39445
Nevada,2007,Total Units,1,27209
Nevada,2008,Total Units,1,14881
Nevada,2009,Total Units,1,6764
Nevada,2010,Total Units,1,6443
Nevada,2011,Total Units,1,6163
Nevada,2012,Total Units,1,9071
Nevada,2013,Total Units,1,11174
Nevada,2014,Total Units,1,13016
Nevada,2015,Total Units,1,14083
Nevada,2016,Total Units,1,17952
New Hampshire,1980,Total Units,1,5693
New Hampshire,1981,Total Units,1,4801
New Hampshire,1982,Total Units,1,4979
New Hampshire,1983,Total Units,1,8323
New Hampshire,1984,Total Units,1,11051
New Hampshire,1985,Total Units,1,17769
New Hampshire,1986,Total Units,1,18305
New Hampshire,1987,Total Units,1,14834
New Hampshire,1988,Total Units,1,11923
New Hampshire,1989,Total Units,1,7389
New Hampshire,1990,Total Units,1,4201
New Hampshire,1991,Total Units,1,3720
New Hampshire,1992,Total Units,1,4295
New Hampshire,1993,Total Units,1,4460
New Hampshire,1994,Total Units,1,4667
New Hampshire,1995,Total Units,1,4423
New Hampshire,1996,Total Units,1,4926
New Hampshire,1997,Total Units,1,5404
New Hampshire,1998,Total Units,1,5771
New Hampshire,1999,Total Units,1,6326
New Hampshire,2000,Total Units,1,6680
New Hampshire,2001,Total Units,1,6624
New Hampshire,2002,Total Units,1,8724
New Hampshire,2003,Total Units,1,8641
New Hampshire,2004,Total Units,1,8653
New Hampshire,2005,Total Units,1,7586
New Hampshire,2006,Total Units,1,5677
New Hampshire,2007,Total Units,1,4561
New Hampshire,2008,Total Units,1,3234
New Hampshire,2009,Total Units,1,2287
New Hampshire,2010,Total Units,1,2670
New Hampshire,2011,Total Units,1,2346
New Hampshire,2012,Total Units,1,2296
New Hampshire,2013,Total Units,1,2788
New Hampshire,2014,Total Units,1,3403
New Hampshire,2015,Total Units,1,3761
New Hampshire,2016,Total Units,1,3795
Location,Year,Series,Series Code,Permits
New Jersey,1980,Total Units,1,22270
New Jersey,1981,Total Units,1,20676
New Jersey,1982,Total Units,1,21297
New Jersey,1983,Total Units,1,35897
New Jersey,1984,Total Units,1,43787
New Jersey,1985,Total Units,1,55027
New Jersey,1986,Total Units,1,57353
New Jersey,1987,Total Units,1,51462
New Jersey,1988,Total Units,1,40909
New Jersey,1989,Total Units,1,30337
New Jersey,1990,Total Units,1,17524
New Jersey,1991,Total Units,1,14856
New Jersey,1992,Total Units,1,19072
New Jersey,1993,Total Units,1,25188
New Jersey,1994,Total Units,1,25388
New Jersey,1995,Total Units,1,21521
New Jersey,1996,Total Units,1,24173
New Jersey,1997,Total Units,1,28018
New Jersey,1998,Total Units,1,31345
New Jersey,1999,Total Units,1,31976
New Jersey,2000,Total Units,1,34585
New Jersey,2001,Total Units,1,28267
New Jersey,2002,Total Units,1,30441
New Jersey,2003,Total Units,1,32984
New Jersey,2004,Total Units,1,35936
New Jersey,2005,Total Units,1,38588
New Jersey,2006,Total Units,1,34323
New Jersey,2007,Total Units,1,25389
New Jersey,2008,Total Units,1,18363
New Jersey,2009,Total Units,1,12421
New Jersey,2010,Total Units,1,13535
New Jersey,2011,Total Units,1,12952
New Jersey,2012,Total Units,1,17939
New Jersey,2013,Total Units,1,24209
New Jersey,2014,Total Units,1,28155
New Jersey,2015,Total Units,1,30560
New Jersey,2016,Total Units,1,26793
New Mexico,1980,Total Units,1,6513
New Mexico,1981,Total Units,1,5368
New Mexico,1982,Total Units,1,6208
New Mexico,1983,Total Units,1,8149
New Mexico,1984,Total Units,1,13931
New Mexico,1985,Total Units,1,9373
New Mexico,1986,Total Units,1,9036
New Mexico,1987,Total Units,1,7187
New Mexico,1988,Total Units,1,5049
New Mexico,1989,Total Units,1,5327
New Mexico,1990,Total Units,1,4319
New Mexico,1991,Total Units,1,4435
New Mexico,1992,Total Units,1,7240
New Mexico,1993,Total Units,1,8874
New Mexico,1994,Total Units,1,11545
New Mexico,1995,Total Units,1,11009
New Mexico,1996,Total Units,1,10180
New Mexico,1997,Total Units,1,10265
New Mexico,1998,Total Units,1,10312
New Mexico,1999,Total Units,1,9716
New Mexico,2000,Total Units,1,8869
New Mexico,2001,Total Units,1,9989
New Mexico,2002,Total Units,1,12066
New Mexico,2003,Total Units,1,13759
New Mexico,2004,Total Units,1,12555
New Mexico,2005,Total Units,1,14180
New Mexico,2006,Total Units,1,13573
New Mexico,2007,Total Units,1,9206
New Mexico,2008,Total Units,1,6070
New Mexico,2009,Total Units,1,4642
New Mexico,2010,Total Units,1,4533
New Mexico,2011,Total Units,1,4067
New Mexico,2012,Total Units,1,4672
New Mexico,2013,Total Units,1,5161
New Mexico,2014,Total Units,1,4799
New Mexico,2015,Total Units,1,4599
New Mexico,2016,Total Units,1,4863
New York,1980,Total Units,1,24702
New York,1981,Total Units,1,26555
New York,1982,Total Units,1,25697
New York,1983,Total Units,1,38841
New York,1984,Total Units,1,44682
New York,1985,Total Units,1,61901
New York,1986,Total Units,1,61571
New York,1987,Total Units,1,63809
New York,1988,Total Units,1,56355
New York,1989,Total Units,1,50503
New York,1990,Total Units,1,36632
New York,1991,Total Units,1,30632
New York,1992,Total Units,1,31804
New York,1993,Total Units,1,30473
New York,1994,Total Units,1,31147
New York,1995,Total Units,1,28074
New York,1996,Total Units,1,34914
New York,1997,Total Units,1,32898
New York,1998,Total Units,1,38439
New York,1999,Total Units,1,42619
New York,2000,Total Units,1,44167
New York,2001,Total Units,1,45542
New York,2002,Total Units,1,49280
New York,2003,Total Units,1,49789
New York,2004,Total Units,1,53497
New York,2005,Total Units,1,61949
New York,2006,Total Units,1,54382
New York,2007,Total Units,1,54059
New York,2008,Total Units,1,51637
New York,2009,Total Units,1,18344
New York,2010,Total Units,1,19568
New York,2011,Total Units,1,22578
New York,2012,Total Units,1,24878
New York,2013,Total Units,1,32593
New York,2014,Total Units,1,36297
New York,2015,Total Units,1,74597
New York,2016,Total Units,1,33701
North Carolina,1980,Total Units,1,36131
North Carolina,1981,Total Units,1,34762
North Carolina,1982,Total Units,1,34230
North Carolina,1983,Total Units,1,55941
North Carolina,1984,Total Units,1,63395
North Carolina,1985,Total Units,1,71264
North Carolina,1986,Total Units,1,63624
North Carolina,1987,Total Units,1,55120
North Carolina,1988,Total Units,1,50729
North Carolina,1989,Total Units,1,48841
North Carolina,1990,Total Units,1,41376
North Carolina,1991,Total Units,1,39827
North Carolina,1992,Total Units,1,49245
North Carolina,1993,Total Units,1,54331
North Carolina,1994,Total Units,1,62859
North Carolina,1995,Total Units,1,60923
North Carolina,1996,Total Units,1,66997
North Carolina,1997,Total Units,1,73015
North Carolina,1998,Total Units,1,80514
North Carolina,1999,Total Units,1,84754
North Carolina,2000,Total Units,1,78376
North Carolina,2001,Total Units,1,82030
North Carolina,2002,Total Units,1,79824
North Carolina,2003,Total Units,1,79226
North Carolina,2004,Total Units,1,93077
North Carolina,2005,Total Units,1,97910
North Carolina,2006,Total Units,1,100017
North Carolina,2007,Total Units,1,85777
North Carolina,2008,Total Units,1,54652
North Carolina,2009,Total Units,1,33800
North Carolina,2010,Total Units,1,33889
North Carolina,2011,Total Units,1,32804
North Carolina,2012,Total Units,1,48692
North Carolina,2013,Total Units,1,51290
North Carolina,2014,Total Units,1,49911
North Carolina,2015,Total Units,1,54757
North Carolina,2016,Total Units,1,60550
North Dakota,1980,Total Units,1,3135
North Dakota,1981,Total Units,1,2181
North Dakota,1982,Total Units,1,2885
North Dakota,1983,Total Units,1,4604
North Dakota,1984,Total Units,1,3185
North Dakota,1985,Total Units,1,2641
North Dakota,1986,Total Units,1,1702
North Dakota,1987,Total Units,1,1970
North Dakota,1988,Total Units,1,1815
North Dakota,1989,Total Units,1,2210
North Dakota,1990,Total Units,1,1512
North Dakota,1991,Total Units,1,2125
North Dakota,1992,Total Units,1,2618
North Dakota,1993,Total Units,1,2983
North Dakota,1994,Total Units,1,3380
North Dakota,1995,Total Units,1,3187
North Dakota,1996,Total Units,1,2325
North Dakota,1997,Total Units,1,3223
North Dakota,1998,Total Units,1,2977
North Dakota,1999,Total Units,1,2579
North Dakota,2000,Total Units,1,2130
North Dakota,2001,Total Units,1,2687
North Dakota,2002,Total Units,1,3272
North Dakota,2003,Total Units,1,3732
North Dakota,2004,Total Units,1,4033
North Dakota,2005,Total Units,1,4038
North Dakota,2006,Total Units,1,3529
North Dakota,2007,Total Units,1,3360
North Dakota,2008,Total Units,1,2833
North Dakota,2009,Total Units,1,3195
North Dakota,2010,Total Units,1,3833
North Dakota,2011,Total Units,1,6201
North Dakota,2012,Total Units,1,10340
North Dakota,2013,Total Units,1,10564
North Dakota,2014,Total Units,1,12206
North Dakota,2015,Total Units,1,5801
North Dakota,2016,Total Units,1,3949
Ohio,1980,Total Units,1,31080
Ohio,1981,Total Units,1,22069
Ohio,1982,Total Units,1,16788
Ohio,1983,Total Units,1,26744
Ohio,1984,Total Units,1,29572
Ohio,1985,Total Units,1,32943
Ohio,1986,Total Units,1,44368
Ohio,1987,Total Units,1,45180
Ohio,1988,Total Units,1,45088
Ohio,1989,Total Units,1,41634
Ohio,1990,Total Units,1,38430
Ohio,1991,Total Units,1,35770
Ohio,1992,Total Units,1,42616
Ohio,1993,Total Units,1,44387
Ohio,1994,Total Units,1,47157
Ohio,1995,Total Units,1,44818
Ohio,1996,Total Units,1,49288
Ohio,1997,Total Units,1,46493
Ohio,1998,Total Units,1,48039
Ohio,1999,Total Units,1,55888
Ohio,2000,Total Units,1,49756
Ohio,2001,Total Units,1,49931
Ohio,2002,Total Units,1,51253
Ohio,2003,Total Units,1,53385
Ohio,2004,Total Units,1,51695
Ohio,2005,Total Units,1,47727
Ohio,2006,Total Units,1,34422
Ohio,2007,Total Units,1,27095
Ohio,2008,Total Units,1,17666
Ohio,2009,Total Units,1,13343
Ohio,2010,Total Units,1,13710
Ohio,2011,Total Units,1,13762
Ohio,2012,Total Units,1,16905
Ohio,2013,Total Units,1,19965
Ohio,2014,Total Units,1,19937
Ohio,2015,Total Units,1,19996
Ohio,2016,Total Units,1,22754
Oklahoma,1980,Total Units,1,17913
Oklahoma,1981,Total Units,1,15164
Oklahoma,1982,Total Units,1,29110
Oklahoma,1983,Total Units,1,40656
Oklahoma,1984,Total Units,1,22926
Oklahoma,1985,Total Units,1,10670
Oklahoma,1986,Total Units,1,8984
Oklahoma,1987,Total Units,1,6247
Oklahoma,1988,Total Units,1,5046
Oklahoma,1989,Total Units,1,5622
Oklahoma,1990,Total Units,1,5284
Oklahoma,1991,Total Units,1,5992
Oklahoma,1992,Total Units,1,7828
Oklahoma,1993,Total Units,1,8875
Oklahoma,1994,Total Units,1,9507
Oklahoma,1995,Total Units,1,10073
Oklahoma,1996,Total Units,1,10652
Oklahoma,1997,Total Units,1,11201
Oklahoma,1998,Total Units,1,14389
Oklahoma,1999,Total Units,1,14186
Oklahoma,2000,Total Units,1,11152
Oklahoma,2001,Total Units,1,12352
Oklahoma,2002,Total Units,1,13165
Oklahoma,2003,Total Units,1,15130
Oklahoma,2004,Total Units,1,17099
Oklahoma,2005,Total Units,1,18426
Oklahoma,2006,Total Units,1,15840
Oklahoma,2007,Total Units,1,14780
Oklahoma,2008,Total Units,1,10502
Oklahoma,2009,Total Units,1,8753
Oklahoma,2010,Total Units,1,8140
Oklahoma,2011,Total Units,1,8782
Oklahoma,2012,Total Units,1,11932
Oklahoma,2013,Total Units,1,13661
Oklahoma,2014,Total Units,1,14247
Oklahoma,2015,Total Units,1,11543
Oklahoma,2016,Total Units,1,12090
Oregon,1980,Total Units,1,19117
Oregon,1981,Total Units,1,12820
Oregon,1982,Total Units,1,7428
Oregon,1983,Total Units,1,8559
Oregon,1984,Total Units,1,7987
Oregon,1985,Total Units,1,11281
Oregon,1986,Total Units,1,10653
Oregon,1987,Total Units,1,12159
Oregon,1988,Total Units,1,14000
Oregon,1989,Total Units,1,23079
Oregon,1990,Total Units,1,22854
Oregon,1991,Total Units,1,16386
Oregon,1992,Total Units,1,16994
Oregon,1993,Total Units,1,20529
Oregon,1994,Total Units,1,24067
Oregon,1995,Total Units,1,26201
Oregon,1996,Total Units,1,27814
Oregon,1997,Total Units,1,26999
Oregon,1998,Total Units,1,25854
Oregon,1999,Total Units,1,23249
Oregon,2000,Total Units,1,19877
Oregon,2001,Total Units,1,21322
Oregon,2002,Total Units,1,22186
Oregon,2003,Total Units,1,25015
Oregon,2004,Total Units,1,27309
Oregon,2005,Total Units,1,31024
Oregon,2006,Total Units,1,26623
Oregon,2007,Total Units,1,21101
Oregon,2008,Total Units,1,11676
Oregon,2009,Total Units,1,7039
Oregon,2010,Total Units,1,6868
Oregon,2011,Total Units,1,7663
Oregon,2012,Total Units,1,10608
Oregon,2013,Total Units,1,14843
Oregon,2014,Total Units,1,16645
Oregon,2015,Total Units,1,17510
Oregon,2016,Total Units,1,19586
Pennsylvania,1980,Total Units,1,30182
Pennsylvania,1981,Total Units,1,25479
Pennsylvania,1982,Total Units,1,23649
Pennsylvania,1983,Total Units,1,35393
Pennsylvania,1984,Total Units,1,39415
Pennsylvania,1985,Total Units,1,43566
Pennsylvania,1986,Total Units,1,53442
Pennsylvania,1987,Total Units,1,54803
Pennsylvania,1988,Total Units,1,53833
Pennsylvania,1989,Total Units,1,45512
Pennsylvania,1990,Total Units,1,37244
Pennsylvania,1991,Total Units,1,35986
Pennsylvania,1992,Total Units,1,39889
Pennsylvania,1993,Total Units,1,41741
Pennsylvania,1994,Total Units,1,40210
Pennsylvania,1995,Total Units,1,36250
Pennsylvania,1996,Total Units,1,37895
Pennsylvania,1997,Total Units,1,39881
Pennsylvania,1998,Total Units,1,41616
Pennsylvania,1999,Total Units,1,42662
Pennsylvania,2000,Total Units,1,41076
Pennsylvania,2001,Total Units,1,41403
Pennsylvania,2002,Total Units,1,45138
Pennsylvania,2003,Total Units,1,47408
Pennsylvania,2004,Total Units,1,49668
Pennsylvania,2005,Total Units,1,44526
Pennsylvania,2006,Total Units,1,39133
Pennsylvania,2007,Total Units,1,33668
Pennsylvania,2008,Total Units,1,24580
Pennsylvania,2009,Total Units,1,18278
Pennsylvania,2010,Total Units,1,19743
Pennsylvania,2011,Total Units,1,14989
Pennsylvania,2012,Total Units,1,18814
Pennsylvania,2013,Total Units,1,21699
Pennsylvania,2014,Total Units,1,25098
Pennsylvania,2015,Total Units,1,22834
Pennsylvania,2016,Total Units,1,23293
Rhode Island,1980,Total Units,1,2929
Rhode Island,1981,Total Units,1,3155
Rhode Island,1982,Total Units,1,2635
Rhode Island,1983,Total Units,1,3787
Rhode Island,1984,Total Units,1,4208
Rhode Island,1985,Total Units,1,5408
Rhode Island,1986,Total Units,1,7274
Rhode Island,1987,Total Units,1,7201
Rhode Island,1988,Total Units,1,6065
Rhode Island,1989,Total Units,1,3865
Rhode Island,1990,Total Units,1,3042
Rhode Island,1991,Total Units,1,2377
Rhode Island,1992,Total Units,1,2592
Rhode Island,1993,Total Units,1,2579
Rhode Island,1994,Total Units,1,2539
Rhode Island,1995,Total Units,1,2331
Rhode Island,1996,Total Units,1,2462
Rhode Island,1997,Total Units,1,2672
Rhode Island,1998,Total Units,1,2642
Rhode Island,1999,Total Units,1,3414
Rhode Island,2000,Total Units,1,2596
Rhode Island,2001,Total Units,1,2407
Rhode Island,2002,Total Units,1,2848
Rhode Island,2003,Total Units,1,2286
Rhode Island,2004,Total Units,1,2532
Rhode Island,2005,Total Units,1,2836
Rhode Island,2006,Total Units,1,2370
Rhode Island,2007,Total Units,1,1938
Rhode Island,2008,Total Units,1,1058
Rhode Island,2009,Total Units,1,961
Rhode Island,2010,Total Units,1,934
Rhode Island,2011,Total Units,1,700
Rhode Island,2012,Total Units,1,731
Rhode Island,2013,Total Units,1,928
Rhode Island,2014,Total Units,1,952
Rhode Island,2015,Total Units,1,998
Rhode Island,2016,Total Units,1,1226
South Carolina,1980,Total Units,1,22556
South Carolina,1981,Total Units,1,19189
South Carolina,1982,Total Units,1,18129
South Carolina,1983,Total Units,1,29957
South Carolina,1984,Total Units,1,35883
South Carolina,1985,Total Units,1,32815
South Carolina,1986,Total Units,1,26840
South Carolina,1987,Total Units,1,23520
South Carolina,1988,Total Units,1,23102
South Carolina,1989,Total Units,1,21204
South Carolina,1990,Total Units,1,21251
South Carolina,1991,Total Units,1,18958
South Carolina,1992,Total Units,1,20559
South Carolina,1993,Total Units,1,21398
South Carolina,1994,Total Units,1,24825
South Carolina,1995,Total Units,1,24083
South Carolina,1996,Total Units,1,29606
South Carolina,1997,Total Units,1,30251
South Carolina,1998,Total Units,1,33577
South Carolina,1999,Total Units,1,36161
South Carolina,2000,Total Units,1,32812
South Carolina,2001,Total Units,1,30133
South Carolina,2002,Total Units,1,34109
South Carolina,2003,Total Units,1,38247
South Carolina,2004,Total Units,1,43235
South Carolina,2005,Total Units,1,54165
South Carolina,2006,Total Units,1,50781
South Carolina,2007,Total Units,1,40631
South Carolina,2008,Total Units,1,25922
South Carolina,2009,Total Units,1,15533
South Carolina,2010,Total Units,1,14026
South Carolina,2011,Total Units,1,15542
South Carolina,2012,Total Units,1,18710
South Carolina,2013,Total Units,1,24728
South Carolina,2014,Total Units,1,27543
South Carolina,2015,Total Units,1,31030
South Carolina,2016,Total Units,1,32165
South Dakota,1980,Total Units,1,3221
South Dakota,1981,Total Units,1,1584
South Dakota,1982,Total Units,1,1310
South Dakota,1983,Total Units,1,2590
South Dakota,1984,Total Units,1,3221
South Dakota,1985,Total Units,1,2544
South Dakota,1986,Total Units,1,1981
South Dakota,1987,Total Units,1,1874
South Dakota,1988,Total Units,1,1922
South Dakota,1989,Total Units,1,2075
South Dakota,1990,Total Units,1,2830
South Dakota,1991,Total Units,1,2572
South Dakota,1992,Total Units,1,3237
South Dakota,1993,Total Units,1,3851
South Dakota,1994,Total Units,1,4563
South Dakota,1995,Total Units,1,3841
South Dakota,1996,Total Units,1,3657
South Dakota,1997,Total Units,1,3174
South Dakota,1998,Total Units,1,3456
South Dakota,1999,Total Units,1,3672
South Dakota,2000,Total Units,1,4203
South Dakota,2001,Total Units,1,4455
South Dakota,2002,Total Units,1,4890
South Dakota,2003,Total Units,1,5082
South Dakota,2004,Total Units,1,5839
South Dakota,2005,Total Units,1,5685
South Dakota,2006,Total Units,1,5358
South Dakota,2007,Total Units,1,5115
South Dakota,2008,Total Units,1,3884
South Dakota,2009,Total Units,1,3691
South Dakota,2010,Total Units,1,2946
South Dakota,2011,Total Units,1,2813
South Dakota,2012,Total Units,1,4178
South Dakota,2013,Total Units,1,5484
South Dakota,2014,Total Units,1,4728
South Dakota,2015,Total Units,1,4476
South Dakota,2016,Total Units,1,5679
Tennessee,1980,Total Units,1,20191
Tennessee,1981,Total Units,1,12279
Tennessee,1982,Total Units,1,15123
Tennessee,1983,Total Units,1,27114
Tennessee,1984,Total Units,1,36692
Tennessee,1985,Total Units,1,38058
Tennessee,1986,Total Units,1,34293
Tennessee,1987,Total Units,1,29860
Tennessee,1988,Total Units,1,27739
Tennessee,1989,Total Units,1,24198
Tennessee,1990,Total Units,1,21973
Tennessee,1991,Total Units,1,21249
Tennessee,1992,Total Units,1,25302
Tennessee,1993,Total Units,1,29361
Tennessee,1994,Total Units,1,31874
Tennessee,1995,Total Units,1,35096
Tennessee,1996,Total Units,1,40522
Tennessee,1997,Total Units,1,34096
Tennessee,1998,Total Units,1,34136
Tennessee,1999,Total Units,1,37049
Tennessee,2000,Total Units,1,32253
Tennessee,2001,Total Units,1,32370
Tennessee,2002,Total Units,1,34500
Tennessee,2003,Total Units,1,38715
Tennessee,2004,Total Units,1,44807
Tennessee,2005,Total Units,1,46615
